Gene,t_0m_nascent_readcount_donor1_rep1,t_15m_nascent_readcount_donor1_rep1,t_30m_nascent_readcount_donor1_rep1,t_60m_nascent_readcount_donor1_rep1,t_90m_nascent_readcount_donor1_rep1,t_105m_nascent_readcount_donor1_rep1,t_120m_nascent_readcount_donor1_rep1,t_0m_nascent_readcount_donor1_rep2,t_15m_nascent_readcount_donor1_rep2,t_30m_nascent_readcount_donor1_rep2,t_60m_nascent_readcount_donor1_rep2,t_90m_nascent_readcount_donor1_rep2,t_105m_nascent_readcount_donor1_rep2,t_120m_nascent_readcount_donor1_rep2
ENSG00000211869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8586
ENSG00000211870,0.847,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211873,0,0,0,2.7076,0,0,0,0,0,0,0,0,0,0
ENSG00000211875,0,0,0,0,0,0,0,0.9255,0.9798,0,1.02,0,0,0.07919999999999999
ENSG00000211876,2.8395,0,0,0,0,1.0728,0,0,0,0,0,0,0,0.774
ENSG00000211877,0,3.3893999999999997,0,0,0,0,0,0,0,0,0,0,0,0.8324
ENSG00000211878,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46
ENSG00000211879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211882,0,0,0,0,0,0,0,1.0083,0,0,0,0,0,0
ENSG00000211883,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0
ENSG00000211884,1.5536,0,0,0,0,1.0023,0,0,0,0,0,0,0,0
ENSG00000211885,0,0,1.5490000000000002,0,0,0,0,0,0,0,0,0,0,3
ENSG00000211886,0,0.945,0,0,0,0,0,0,0.9022,0,0,0,0,0
ENSG00000211887,0,0,0,0,0,0,0,0,0,0,0,3.7152,0,0
ENSG00000211888,0.6232,0,0,0,0,0,0.49,0,0,0,0,0,0,0
ENSG00000204442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174405,4.0293,15.116700000000002,4.4528,19.203,8.767000000000001,11.28,16.686,8.0472,9.9125,2.2932,4.2679,4.253,2.3939999999999997,16.0896
ENSG00000185950,16.36169,12.2535,19.6923,51.8965,1.5075,24.5141,23.289599999999997,18.161,8.98309,33.782979999999995,37.169,24.1098,16.7256,10.6444
ENSG00000187498,0,1.0095,0,0,0,0,0,0,0,0,0,0,2.354,0
ENSG00000102699,52.92100000000001,21.64160004,21.176166700000003,18.81758339,15.5041667,32.53809993,21.263033389999997,14.282,25.304799959999997,2.77865001,7.42729998,2.81613334,32.618666600000005,13.34363331
ENSG00000151849,2.142,2.484,1.3308,0,0,5.8275,4.2732,2.9246499999999997,3.9676,0,1.3842,0,4.2810999999999995,3.9776
ENSG00000068650,178.81715,150.48535,199.63125,77.15705,99.534925,149.81535,156.504,80.46165,208.42074969,402.36775,86.669,51.5372,118.40744979,135.8215
ENSG00000126217,0,0,0,0,0,0,0,0,0,0,0,4.1608,0,2.6425
ENSG00000132953,15.785,3.0708,11.0592,5.673,8.426,5.79615,6.6677,5.226,8.3349,1.0296,19.47,0,10.0324,12.8151
ENSG00000150457,27.7241,22.0737,52.253499999999995,26.40208365,32.4484,50.60175,32.91323357,14.96303314,21.32758355,0,23.97,12.8639,47.34215,48.862500299999994
ENSG00000165480,2.5802,0.30643343,0,1.67475,1.313,2.8014,0.1817,0.34400000000000003,1.1502,0,0,0,0,0
ENSG00000180776,9.603,30.9313332,13.44,27.4737,9.09498337,15.3913334,19.6665,60.6475,3.3222,5.11620003,24.476733210000003,52.6103,13.26,14.4333
ENSG00000165487,3.9976,1.4852,0,6.4422999999999995,3.2759,0.5655,5.8392,1.8459,3.4136,0,2.3972,4.401,0.7472000000000001,1.7388
ENSG00000120658,0,0,0,0.5116999999999999,0,0,0,0,0,0,0,0,0,0.4128
ENSG00000151773,0,0,0.9342,0,0.39886708,0,0,0.4862,0,0,0,0,0.9588,0
ENSG00000102804,31.5112,21.69625,34.742399999999996,24.29595,22.4125,17.96925,25.3536,27.048,20.6557,3.176,52.403,17.5605,23.3044,15.715649999999998
ENSG00000083635,1.2064,1.0556,3.3572,3.384,0,1.38,0,0,0.5174,0,2.6784000000000003,2.2311,0,7.880999999999999
ENSG00000180332,0,0,1.8172,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123191,0,0.7598,0,0.5824,0,1.3032,0.9715,2.8413,0,0,0,0.4752,3.7638,0
ENSG00000197168,0,0,0,0,0,0,0,0,0,12.026,0,0,0,0
ENSG00000136098,4.266,0,0,0,1.7088,0,0,2.75415,2.47665,6.70366627,0,1.0234,3.5098,5.9399999999999995
ENSG00000136114,1.02,0,0,0,0,0,0,0,0.944,0,0,0,0,0
ENSG00000136100,11.57955,11.0682,20.4732,12.29,5.974366709999999,6.79125,10.485,12.36173343,11.7285,0,1.584,0.4373,9.9418,8.3985
ENSG00000136099,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000139734,2.6676,0,1.1618,0,4.416,3.1024,0.4233,4.352399999999999,0,0,0.8848,0,0.27,5.1415
ENSG00000280165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139842,11.5056,13.89123341,15.2076,21.9402,16.6048,16.2204,23.1696,11.4425,12.4465,0,10.189,9.77415,13.7457,10.30875
ENSG00000185896,40.7232,58.0599,58.04768999999999,64.32119999999999,61.085849999999994,56.479200000000006,43.44225,79.6894,42.3472,18.52516665,52.8231,69.30535,55.1342,47.22260004
ENSG00000150403,15.9372,15.27925,14.6157,16.397100000000002,17.08160016,25.706999999999997,14.34816654,17.5354,14.63085,13.23725,12.5865,20.889000000000003,42.7128,20.488
ENSG00000198176,5.5016,2.4791,6.734,5.21515,5.38395,5.51725,0,3.4397,1.3472000000000002,3.8088,1.0888,0,3.0132,2.6754
ENSG00000184226,0,0,4.62,3.7168,7.375500000000001,0.959,0.9329,1.03085,0,10.9304,1.1592,1.3167,4.9345,13.9216
ENSG00000276644,0,0.843,0,1.563,0,1.2027,0,1.6056,2.3594999999999997,0,0,0,0,0
ENSG00000204899,2.8314,0.904,0,1.0175999999999998,2.278,0.5993999999999999,0.7712,0.9648,1.6502,0,2.1549,2.6691,4.0825,0.9693
ENSG00000152484,23.2137,13.2847,23.57,20.562,26.7778,51.757766579999995,30.004800000000003,20.48865,20.94989994,9.90495,30.56293324,32.848266720000005,59.16150009,34.8504
ENSG00000122033,15.3100002,1.8746667,3.576,2.3616,0,16.092000000000002,12.0142,0,11.255999849999998,6.9606,8.052,9.3636,7.0046668,8.4591
ENSG00000139517,0,0,5.984999999999999,0,0,0,0,0.6930000000000001,0.8099,0,0.9408,2.9057999999999997,2.109,0
ENSG00000165556,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000136143,2.5744,3.6072,1.4004,4.6508,2.2744,5.289899999999999,8.9806,1.8396,1.2087,0,4.4676,4.2863999999999995,0,0.9978
ENSG00000136146,13.18905,9.9715,9.2036,10.21875,17.157,8.478800000000001,2.3814,11.7852,10.37925,0,2.822,0,7.5268,6.946
ENSG00000139679,4.0607999999999995,2.8002,0,3.3174,1.6599,1.8993,0.6398,3.3372,3.294,0.8342,2.8733,0.14909999999999998,0,7.0455000000000005
ENSG00000136161,8.1875,3.15,2.8791,2.212,6.04185,0,7.882499999999999,3.6475,1.0992,0,3.045,0.1729,4.9452,0
ENSG00000102547,2.5245,2.9133,3.4709999999999996,8.0135,0,0,2.0052,0,0,0,0,0.3745,0,2.0736
ENSG00000136144,3.548,4.64,6.017600000000001,3.8112,2.2014,4.37,2.2155,8.234,3.9539,0,0,3.4619,9.7266,5.5944
ENSG00000123179,0,0,0,0,0,0,0,0,1.586,0,0,0,0,0
ENSG00000102753,26.65,19.44,11.84745,20.634,16.035,13.66120008,13.2275,23.2086,8.7045,9.3936,21.772799999999997,25.4782,14.60615,31.9488
ENSG00000123178,5.8651,0,0,2.4948,0,5.1642,0,2.1436,1.749,1.21095,0,0,0,1.8176
ENSG00000186047,0,1.8055,1.638,0,0,0,0,0.3978,0,0,0,0,5.4984,0
ENSG00000102786,39.62875,33.3234,62.76875,75.13765000000001,51.0068,49.175,36.14625,44.262,37.531,112.116,95.585,80.76360000000001,45.72855,56.883
ENSG00000285444,0,0,0,1.1253,0,0,0,0,0.9734,0.039,1.5344,2.7432000000000003,0,0
ENSG00000102796,1.7666000000000002,1.2948,3.913,5.5803,14.36975,3.8493,7.3381,5.28955,3.3966000000000003,22.074,2.0296,7.5785,7.5312,2.3498
ENSG00000281106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136141,44.436,28.09125,42.9885,44.41095,30.2155,80.869,63.6461,27.19535,38.5434,18.1992,24.2484,52.35175,77.3528,71.7752
ENSG00000136158,0,1.9635,2.05615,0.8019,0,0.4693,0,4.7278,2.142,13.5036,0,0,0.2826,0
ENSG00000244754,237.8156669,139.6701665,165.97716685,135.90446692,139.9656,148.14269982,122.02829982,155.83633352,156.93260849,103.56056682,175.398,160.16639999999998,166.2492,183.8774
ENSG00000133121,10.15905,5.781499999999999,6.1292,3.211,0,0,2.2416,3.5926,3.2129,8.908199999999999,2.1963999999999997,6.4832,4.1216,0
ENSG00000180660,0,0,0,0,0.3455,0,0.3455,0,0,0,0,0,0,0
ENSG00000133083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120669,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000151287,5.745749999999999,3.0336,0.7968999999999999,0,0,4.23045,0,2.5308,0,0,17.221500000000002,19.6047,2.8105,3.00495
ENSG00000134901,0,0,0.6996,0,0.06999999999999999,0,0,0,0,0,0,0,0,0
ENSG00000125266,0,0,0,0,0,0,0,1.5318,0,0,0,0.5665,0,0.9536
ENSG00000134884,49.1411,81.9825,72.19239999999999,84.68575,23.0809,64.935,96.6467,94.0212,45.38625,77.2016,101.759,61.85655,64.872,66.49080000000001
ENSG00000102781,3.8817,5.4964,3.4741,2.40825,2.7783,6.4446,7.131799999999999,5.6024,2.2706999999999997,0,3.3488,14.6688,3.7422,6.941999999999999
ENSG00000189403,229.27764051,221.36070059999997,212.13689278999996,194.71995080999997,131.27177292,228.60491975,173.95532999999998,232.47213404,215.60711217,109.59912,192.49221264,226.25917223,245.52044399,322.8404
ENSG00000120694,16.497899999999998,19.158,16.331899999999997,11.7456,17.03565,20.194149999999997,6.5655,17.06265,0.9285,3.7184,11.5368,2.6964,13.47045,17.12185
ENSG00000189167,0,0.2028,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139597,78.56333321,24.524,39.292,47.12565,26.198799959999995,57.375,31.77782864,36.657225,25.04645,30.8419,28.125,55.59210009000001,60.10559991,38.7429
ENSG00000102595,1.4285,1.992,3.62745,0,0,1.788,1.1531,0,1.952,0.6080399999999999,0,0,2.5808999999999997,4.1048
ENSG00000100968,0,0.8708,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205978,0,0,0,0,0,0,0,0,0,0.3642,0,0,0,0
ENSG00000100441,20.218,41.97,41.355599999999995,44.7304,21.6729,57.59245,47.266200000000005,34.452266560000005,44.0024,16.296,49.8432,41.870950109999995,30.1967,14.5026
ENSG00000176165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129473,18.1753,2.24333332,20.124,12.0358,6.1456,24.65199984,21.15705,15.57573342,7.9248,2.7924,8.9079,13.8215,16.68225,11.9994
ENSG00000258643,38.623,63.3854997,47.5104,73.74125,14.10615,36.50573316,36.283,101.32535,21.3652,32.8893,49.5978,92.575,21.4752,50.07426648
ENSG00000100836,76.993,114.76775,119.028,149.35725,35.0496,86.52409974,95.06435,173.6194,54.8028,79.64,97.9904,133.72905,64.30721687,97.3431669
ENSG00000197324,94.4356,81.99,91.6773,79.82020825,84.8164,126.1784,114.6276,84.4734999,42.3945,72.34820004,68.00025000000001,82.628,76.23665,89.97375
ENSG00000139890,0,0.777,0,1.3523999999999998,0,0,0,0,0,0,0,0,0,0
ENSG00000222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179933,15.5872,8.0514,5.6655,4.887,25.2384,23.8644,7.8754,10.9131,9.4525,0,11.0292,3.267,1.0836,4.718
ENSG00000215277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185246,36.024,11.7855,10.0455,11.91375,26.1595,27.00032,25.6368,25.164,20.4444,0,18.73935,11.8736,25.6773,24.4644
ENSG00000187790,7.215999999999999,3.8192,6.091950000000001,3.2024999999999997,0,3.585,4.0698,4.0968,2.5557,7.298000000000001,4.7388,0.7056,6.7894,15.5673
ENSG00000165501,1.7973332,0,0,0.084975,0,0,2.4435,2.6329164300000003,0,1.183575,0,10.09023243,0,0
ENSG00000168282,50.6478,147.456,118.384,194.52,39.863400000000006,189.8655,181.3912,140.3919,72.6084,88.2105,146.30200000000002,156.59539999999998,123.4638,122.6176
ENSG00000197776,0,0,0,0,0,2.3432,0,0.8586668199999999,0,0,0,0,0,6.1934
ENSG00000136159,1.2,6.6732000000000005,2.0017,0.966,2.61,0,0,1.1845,0,0,0,0,1.0686,0
ENSG00000136156,131.3382,200.5607,135.8827,146.6892,70.71600000000001,136.57139999999998,138.528,372.7647,119.4075,28.57505,207.111,242.37246636,211.10518351,181.5723
ENSG00000139687,34.882,23.9352,14.58945,29.3385,29.98865,9.80758331,13.0372,7.634399999999999,31.6359,0,40.7187,13.3416,29.8395,14.8064
ENSG00000152207,0,0,0,0,0,0,0,0,0,0,1.5351,0,0,0
ENSG00000125247,0,1.1496,0,3.4440999999999997,0.7524000000000001,0,1.1782,0,0,0,0.9776,0,0.8008,0
ENSG00000175820,3.8298,0,0,0.914,0,0.9381,0.6307,0,0,0,0,0,0,0
ENSG00000080166,1.7524499999999998,0,0,0,0,2,0,0.8882,0,0,0,0,0,0
ENSG00000088451,0,0.9816,2.5632,0,1.04,0,1.8748,1.2114,0,0,0,0,0,0.8801
ENSG00000125257,4.8752,0,7.63875,7.277500000000001,1.4819,3.684,2.1208,2.4509999999999996,3.9501,1.446,5.5769,6.17875,12.409666469999998,8.6275
ENSG00000134874,0,0,0,0,0,0,4.647799999999999,0,0,0,0,0,0,0
ENSG00000088387,0,0,0,0,0,0,0,0.4437,0,0,0,0,0,0
ENSG00000125245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169508,34.4126,17.9385,35.3808,40.32,57.34125,46.3496,22.652800000000003,25.6554,18.444,28.3465,36.6388,43.322,38.0331,37.2624
ENSG00000134864,0,1.08675,0,0,0.9504,0,0,3.4615,0.5325,0,0,0,0,4.05173369
ENSG00000152193,5.7133332,1.1088,4.154249999999999,5.2875,4.851,9.6096,2.1359,4.4478,2.91295,0,0,3.3282,2.09,2.7209
ENSG00000139746,44.9524,43.8375,46.5647,17.8353,13.8586,33.821200000000005,26.506500000000003,36.5446,42.88,31.222400219999997,40.1886,27.786,47.57499978,46.5255
ENSG00000120685,12.32,7.366700000000001,18.2864,12.3344,16.7608,33.945,14.7499,16.663,12.0173,21.6744,9.7524,21.62125,34.086,38.2608
ENSG00000183722,4.7966999999999995,3.7895,4.8422,5.8176,0,7.0125,1.374,4.5552,2.7133,0.441,1.1638,3.624,0.7084,6.1644
ENSG00000150907,24.337200000000003,20.5632,19.2486,32.2575,16.8051,50.8424,22.78,27.8214,15.345,31.584,15.6546,23.758,42.3358,36.34
ENSG00000102738,0.3672,1.4693,2.1797999999999997,0,0,4.324,0,1.1832,0,0,1.2483,1.8348,0,3.8502
ENSG00000120690,39.193,25.39,28.501,17.19795,17.9758,31.04595,43.3716,20.1206666,29.55015,0,38.106300000000005,5.33925,35.10666656,30.9419
ENSG00000129460,1.0535,8.146700000000001,4.5914,8.908800000000001,4.4464,6.3723,7.9458,6.813,7.1354500000000005,2.5278,11.97,2.2152,13.986,10.0533
ENSG00000259431,0,1.4496,5.94433322,0,0,0,0,5.738700000000001,1.1102,0,1.129,0,2.3978,4.284
ENSG00000100867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157326,6.73400013,10.45537479,3.04855,3.82156658,1.58296671,3.375,4.22455011,0,1.9981,0,6.78626648,0,2.6696666,0
ENSG00000187630,6.61908317,0,6.448950000000001,9.9980004,7.56036691,3.5122499100000004,6.85208355,6.28153353,1.92704994,2.85296662,6.68265,5.22958345,5.75466684,3.25884993
ENSG00000185989,12.9116,2.3055,11.995500000000002,1.98525,9.8813,9.8703,0,3.73945,7.009333280000001,1.4268,1.281,2.2115,5.2188,4.3432
ENSG00000222036,4.15684223,1.36970057,4.05641493,0.91704362,1.6593749999999998,1.45439712,0.231,0.52813644,1.34663067,2.47693824,1.2276628,2.73251682,1.6406694199999998,2.8509787900000005
ENSG00000186648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1728
ENSG00000100884,0,0,0,0,0,0,0,0,0,0,0,0,1.575,0
ENSG00000100889,45.8376,37.5921,37.6542,22.5013,29.5119,35.4835,13.5603,33.586600000000004,29.1915,35.489999999999995,12.199,22.8031,31.766,29.3302
ENSG00000100897,11.7885,12.959,24.656799999999997,12.6063,6.940049999999999,6.4295,16.20835,18.36,7.535399999999999,10.1574,2.4774,3.6043,13.9401,11.339
ENSG00000259371,3.5613,0,10.5336,1.5548,0,0.3438,17.2227,0,5.157,3.4782,0,0,4.8825,0.7133
ENSG00000100918,0,7.0956,0,1.98375,10.6314,0,4.9405,2.8145,0,16.811999999999998,3.2472,3.2277,11.628,9.3692
ENSG00000139908,0,0,0,0,2.2446,0,0.1712,1.6976,0,0,0,0,0,3.5972000000000004
ENSG00000100938,5.9472,5.0027,0.7295999999999999,4.248200000000001,8.727400000000001,3.0471999999999997,2.6166,7.2385,2.234,1.9621,1.32825,1.246,0,2.0528
ENSG00000196943,0,7.1588,0,1.2345,0,10.08,0.6850499999999999,2.9995000000000003,0.2873,1.25835,0,0.8747999999999999,4.637849999999999,12.5
ENSG00000213906,0,0,3.8936,1.2065,0,0.8999999999999999,0,0,0,0,0,12.2146,0.1786,0
ENSG00000165801,10.725,15.8571,5.13475,16.755200000000002,3.4608,9.9864,13.4407,21.960600000000003,11.2731,20.0864,14.2596,11.253,10.191,4.5298
ENSG00000232070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000092200,9.3823,14.4078,12.082400000000002,17.4587,6.1372,13.4397,9.8923,8.486849999999999,12.1324,3.1081499999999997,8.783666579999998,9.17235,16.06875,8.30995
ENSG00000092203,60.734399999999994,43.8886,72.5205,19.3778,27.7325,55.97935,99.5315,29.74955,39.1055,22.7964,59.70719999999999,80.7659,64.22918315,106.5996
ENSG00000198807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151338,3.554,0.39025,0,0,0,0,0,0,0,3.516,0,0,0,0
ENSG00000092208,0,3.6582,1.5662,0,0,0,0,0,0,0,0,0,0.2352,8.2628
ENSG00000165572,4.1958,0.4037,4.6148,4.9624999999999995,0,0,1.5725,7.6551,6.81615,0,1.9608,0,3.32695,21.55275
ENSG00000120696,2.25085,3.224,4.697,0,2.7348,3.2499499999999997,2.4219,2.928,6.944500000000001,0,0,2.025,2.76675,3.787
ENSG00000120662,6.631799999999999,7.0497000000000005,14.204,16.7184,10.32775,1.88265,5.6647,7.4865,19.6232,1.9127,8.067599999999999,3.048,4.6782,11.86795
ENSG00000102763,0,0,4.10865,3.2481,0,2.71,0,0.945,5.36015,0,10.75595,0,0,2.8703999999999996
ENSG00000133106,861.13368,408.54113273,850.97816555,170.7317,626.2296,685.0944,457.368,222.6906,936.1932,178.7654,146.0543,265.2441,600.03075,980.5396
ENSG00000213903,5.1865000000000006,0,0,0,0.9384,0,3.614,0,0,0.8316,0,5.2768,1.8788,1.4484
ENSG00000139832,0.957,4.257000000000001,1.4483,6.46845,4.8636,8.33,2.9665,5.5692,0,5.9875,3.3286,2.92,7.83845,3.7616
ENSG00000153531,0,0,0,0,0.6054999999999999,0.9842,0,0,0.6615,0,0,0,1.7112,0
ENSG00000150401,1.972,0,0,1.84305,1.3905999999999998,0,2.028,1.14975,0,1.52665,0,0,1.1606,0
ENSG00000183087,13.6284,5.5832,14.42879973,27.5799,0,7.8726668,17.523,16.2069,5.34105,14.694,19.899,16.8435,6.9012,22.6084
ENSG00000283199,11.4369,15.4671,12.4806,15.65293044,4.0068,7.996449999999999,4.489199999999999,3.6179,7.2664,15.0384,2.0375,0,7.565,10.32239862
ENSG00000129484,0,0,2.4358,0,0,5.1809,0.30560000000000004,0,0,0,6.8684,0,2.0511,2.3805
ENSG00000100823,53.8608,26.5125,45.70515,38.9232,27.42525,29.0178,38.046,50.5908,37.9092,4.2749,14.2749,18.8818,19.4912,32.4219
ENSG00000083520,31.14345,12.999,23.0816,15.2684,23.1786,16.09,21.268,14.6538,9.9757,26.40661442,12.6784,13.4728,28.8315,26.1426
ENSG00000118922,0,0,4.3307,0.8343,0,0,0,1.9241,0,0,0,0,0,0
ENSG00000136111,2.028,6.44355,1.584,0.445,6.8992000000000004,0,0,4.1811,1.1609,0,1.2788,1.1556,0,1.11
ENSG00000188243,0,0,1.14515,0,1.0947,0,0,0.605,0.6279,6.6248,4.8888,0,0,0
ENSG00000178695,103.312,164.5725,150.458,199.6616,74.718,293.4252,194.028,227.0408,76.50555,168.1833,78.678,139.308,117.504,138.3245
ENSG00000133112,101.7823333,57.79655,102.8049,60.613850000000006,76.13430003,83.15970003,68.33745,56.6883333,72.23013336000001,17.178250000000002,76.01295,128.6984,83.24430003,72.33949998
ENSG00000174032,13.5534,2.1892,3.8464,2.6656,10.80435,26.8025,7.6944,12.6855,8.20828323,0,2.1645,1.38,12.0054,12.61505
ENSG00000165837,0,0,0,0.9414,0,0,1.00725,0,0,0,0,0,3.6916,0
ENSG00000215475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123200,75.265,88.403,72.6719,37.784099999999995,21.488249999999997,86.0574,42.8358,47.3385,84.94525,123.4299,53.8961,65.2869,79.3322,77.9376
ENSG00000184227,0,0.5700000000000001,0,0,0,6.577798860000001,0.46375,0,0,0,0,0,0,0
ENSG00000119673,1.665,3.5126,1.70595,0,0,4.05374985,0.9814,0,0,0,0,0,0,1.0434
ENSG00000177465,0,0,0,1.02006619,0,0.9301,0,0,0,0,0,0,0,0
ENSG00000205669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171723,4.346,0.49799999999999994,3.2798,0.7819499999999999,4.7700000000000005,0,0,0,1.0428,0,0,8.958499999999999,0,2.0439
ENSG00000172717,0.5406000000000001,0.5323500000000001,0,0,0,0,0,0,0,0,0,0,2.0171,0.93225
ENSG00000072415,38.016000000000005,17.034,16.443,18.2205,19.98945,39.60495,17.4287,21.0294,32.521499999999996,3.1033332999999996,20.966,24.2136,27.7775,38.2071
ENSG00000134001,58.3422,67.44959999999999,50.497600000000006,38.9312,43.4204,53.2488,51.009,40.47655,57.531200000000005,28.039199999999997,58.7208,54.5028,89.02005,75.3669
ENSG00000119636,0.8094,0.8758,0,0,0,0.0738,0,2.541,0,0,0,0,0,4.5936
ENSG00000205659,15.675,17.176,16.386599999999998,20.1852,8.2728,28.014,16.976399999999998,20.5898,5.2204,3.416,15.799,17.0931,17.0568,10.9668
ENSG00000119614,0,0,0,3.605,0,0,0,0,0,0,0,0,0,0
ENSG00000165898,9.4536,4.5675,10.3285,14.241,0,0,5.4,10.1808,3.92,0,2.6281000000000003,6.1268,4.3965,6.2958
ENSG00000054690,3.577,0,0,0,0,1.3825,1.8759,6.188000000000001,0,0,0,0,0,3.729
ENSG00000081181,0,0,0,0,0.949,0,0,1.3104,0,0,0,0,0,0
ENSG00000139988,0,0,0,0,0,0,0,0,0.9142,0,0,0,0,0
ENSG00000182185,0,0,4.63125,2.6061,1.0794,0.9333,1.5156,0,0,0,1.0896,1.2276,0,0
ENSG00000081177,2.51930007,2.5824,3.33355,1.1414,2.0976,0,0,5.0085,5.6669,5.74925,6.5773,9.8588,4.0112,0
ENSG00000100526,0,0,0,0,0,0,0,0,0,0,0.0531,0,0.4293,0
ENSG00000100941,51.4924,35.43373346,47.61726651,49.67325,33.443999999999996,77.3568,20.96686676,30.3506668,65.92083355,22.2775,41.5367,36.3774,70.46973308,51.29168347
ENSG00000150527,6.2835,3.15093336,10.5552,7.3864,0,1.81525,4.0200000000000005,13.27403346,3.93,3.61675,6.515000000000001,13.51185,11.5532,4.52815
ENSG00000165379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179476,0,0.471,7.7034,6.9273,0.304,1.771,2.3381,3.0212000000000003,0,13.0385,1.7812,13.728,2.432,1.2958
ENSG00000198718,21.3408,3.58505,7.178966620000001,15.134,5.74,6.4106,9.9232,4.352,9.5418,0,2.5968,0.7035,0.921,1.5854
ENSG00000023608,2.7456,1.929,1.8279,1.6605,4.3955,7.0550999999999995,3.9312,2.64,2.0532,0,3.5595,2.4925,3.249,2.3373
ENSG00000139973,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0
ENSG00000289503,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000054654,1.6874286400000005,2.7728,0,0,0,0,0,0,4.20672,0,3.85035,0,0,0
ENSG00000196860,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000100578,10.22503341,6.17043339,13.072,8.0238,5.2173,3.3972,6.664199999999999,6.9957,4.011,5.66043322,7.081799999999999,0.4928,5.91045,14.99446682
ENSG00000165617,0,0,0,0,0,0,0.7614,0,0,0.34440000000000004,0.2601,0,0,1.4424
ENSG00000100592,5.992800000000001,7.526400000000001,4.7956,7.482,12.6555,5.9086,14.68,9.3684,5.9155999999999995,0,1.1983,4.3533335,17.5071,2.5137
ENSG00000050130,6.5961,3.98836662,5.202,6.307,3.6666,0.9156,3.7297,5.346,2.0349,0.096,0,1.0556,1.7159999999999995,0.337
ENSG00000100714,0,11.292,4.2889,4.990800060000001,8.334900000000001,9.594,10.8018,10.9021,10.94445728,8.472,7.0043999999999995,5.8786,14.4095,11.27925
ENSG00000100722,12.9328,17.120766489999998,11.106516569999998,7.97435,8.60285,6.4449,11.247133480000002,19.71135,8.34,0.6592,21.924000000000003,23.8948,7.91353342,34.275999999999996
ENSG00000165533,0,0,0,2.67525,5.7936,0,0,0,0.868,0,1.584,0,0,3.234
ENSG00000119616,35.53,64.89,49.06,54.57705,16.695,46.4695,34.4159,58.81119999999999,40.205000000000005,41.7312,56.4542,110.41643453000002,55.94815,70.3458
ENSG00000119596,86.45479999999999,84.98345,77.15025,66.75175,49.4425,93.3933,84.34400000000001,88.37665,77.9491,114.1008,76.893,68.93145000000001,52.0475,52.9848
ENSG00000119689,10.998,11.428,8.62345,17.6349,5.9596,28.49985,13.073849999999998,18.20115,1.8441,1.5693,11.4334,34.46249985,10.30125,4.40475
ENSG00000119718,5.7456,7.54,0,0,0,9.6192,11.744,0,5.1513,1.5275,0,0.9472,0.8533,5.9826
ENSG00000119703,0,2.9850000000000003,0,2.2971,0,0,0,0,0,0,0,0,0,0
ENSG00000153485,0,0,1.34225,4.8892,2.4193,1.0872,0,0.11405,1.5435,0,6.16125,0,1.557,2.10225
ENSG00000259066,1.46025,2.301,0,0,0,0,0,0,3.2012,0,3.42,0,0,0
ENSG00000012963,3.5174999999999996,7.2427,2.89085,1.4222,3.8016,2.8443,1.0602,1.4696,3.275,0,0,2.169,1.9754,1.1412
ENSG00000133958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
