Gene,Symbol_donor1_rep1,t_0m_nascent_readcount_donor1_rep1,t_15m_nascent_readcount_donor1_rep1,t_30m_nascent_readcount_donor1_rep1,t_60m_nascent_readcount_donor1_rep1,t_90m_nascent_readcount_donor1_rep1,t_105m_nascent_readcount_donor1_rep1,t_120m_nascent_readcount_donor1_rep1,Symbol_donor1_rep2,t_0m_nascent_readcount_donor1_rep2,t_15m_nascent_readcount_donor1_rep2,t_30m_nascent_readcount_donor1_rep2,t_60m_nascent_readcount_donor1_rep2,t_90m_nascent_readcount_donor1_rep2,t_105m_nascent_readcount_donor1_rep2,t_120m_nascent_readcount_donor1_rep2
ENSG00000116005,PCYOX1,8.7702,8.341050000000001,11.6688,1.9589,12.0239,5.944,0,PCYOX1,4.1634,10.5121,10.4371,5.376,2.656,11.139,4.3992000000000004
ENSG00000116035,VAX2,0,0,NA,0,0,0,0,VAX2,0,0,0,0,0,0,0
ENSG00000116039,ATP6V1B1,0,0,NA,0,0,0,NA,ATP6V1B1,0,0,0,0,NA,0,0
ENSG00000115594,IL1R1,1.131,2.356,6.748799999999999,2.0831,6.728,5.36065,4.5612,IL1R1,1.3079999999999998,6.24,0,3.549,4.8224,13.1017,0.9224
ENSG00000115598,IL1RL2,NA,0,NA,0,0,NA,NA,IL1RL2,NA,0,NA,NA,NA,NA,0
ENSG00000115602,IL1RL1,0,0,0,0,0,3.884,0,IL1RL1,0,0,NA,NA,0,0,0
ENSG00000115604,IL18R1,0,0,1.0974,0,0,1.335,0,IL18R1,0.931,0.4402,0,0.4453,0,1.71,0.6583
ENSG00000115607,IL18RAP,0,0,0,0,0.6642,0,0,IL18RAP,0,0,0,0.498,0.32130000000000003,0,0
ENSG00000168763,CNNM3,6.3866000000000005,6.409800000000001,4.9626,12.39585,4.0280000000000005,14.7803,0.4896,CNNM3,14.688,15.8067,8.9193,6.9015,4.365,11.3765,8.9281
ENSG00000135976,ANKRD36,8.775376099999999,6.23493325,2.50310004,2.84904175,2.31735,5.4525881599999995,3.78386,ANKRD36,1.6349404500000002,4.6086,0,2.6048334,2.1898500000000003,2.29339995,0
ENSG00000180251,SLC9A4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000115616,SLC9A2,0.918,0,0,0,0,0,0,SLC9A2,0,0,0,0,0,0,0
ENSG00000170417,TMEM182,0,0,1.6720000000000002,0,0,0,0,TMEM182,0,0,0,0,0,0,0
ENSG00000198914,POU3F3,NA,0,NA,0,NA,NA,NA,POU3F3,NA,0,NA,NA,NA,0,NA
ENSG00000116062,MSH6,42.42975,15.59695,25.1825,28.76,25.5544,40.0764,13.2726,MSH6,26.9999,16.52,1.5123,22.514799779999997,16.658,18.365,39.37275
ENSG00000170802,FOXN2,91.6476,39.1207,64.9553,23.41055,46.903,24.0304,22.51395,FOXN2,47.2096,36.7875,0,32.3258,35.72945,42.5952,45.1296
ENSG00000162869,PPP1R21,12.9675,3.6864,16.7875,4.4128,3.1807,7.3476,0,PPP1R21,5.7780000000000005,0.9575,0,1.1536,3.2960000000000003,3.1573499999999997,8.802
ENSG00000243244,STON1,0,0,0,0.975,0,0,3.6288,STON1,3.255,2.697,23.667,0.8999999999999999,0,4.212,0.902
ENSG00000119729,RHOQ,103.67881986,136.01706643,132.39403353,117.92203363,67.2092499,124.76053354,79.18450349,RHOQ,133.769225,82.2535,74.57758305,159.93545,81.38825,122.22145815,80.612533440000007
ENSG00000119878,CRIPT,39.3129,30.6488,37.758,15.023,12.393,13.16366705,19.665,CRIPT,21.4383,30.8385,20.698,14.80765,34.5015,31.37345,33.482299999999995
ENSG00000171150,SOCS5,2.3823,4.775399999999999,2.7313,6.0794999999999995,8.266499999999999,0,4.062,SOCS5,1.028,7.865600000000001,3.186,0,13.30955,3.4818,1.7632
ENSG00000068724,TTC7A,3.1479,3.2615999999999996,2.382,8.303,0.8554499999999999,3.7557,22.95465,TTC7A,2.8221,5.9437,22.6438,0,0.9324,4.122,1.8105
ENSG00000119888,EPCAM,0,0,NA,NA,0,0,NA,EPCAM,0,NA,NA,NA,0,0,NA
ENSG00000018699,TTC27,8.50085,2.0464,7.6136,0,1.218,1.9091,0,TTC27,0.8180999999999999,0,0,3.2375000000000003,0,0.98413337,1.441
ENSG00000049323,LTBP1,0,2.412,0,0,0,0,0,LTBP1,0,0,0,0,0,0,0
ENSG00000152689,RASGRP3,17.9632,17.19705,13.1326,9.79605,7.5831,13.03965,10.716,RASGRP3,10.65,9.828,1.1007,11.3109,2.0052,8.83845,11.1073
ENSG00000150938,CRIM1,58.43429991,66.44458345000001,86.8186,80.4875,99.314,112.44706654,114.3219,CRIM1,61.30879986,51.8154,36.6912,75.58380000000001,110.72025,109.5776,71.09359991999999
ENSG00000205221,VIT,0,0,0,NA,0,0,NA,VIT,NA,0,0,NA,0,0,0
ENSG00000162929,SANBR,7.119,3.786,3.4092,6.0639,17.5823,0.5012,0,SANBR,0.26249999999999996,0,0,0,10.6458,0.728,8.04804
ENSG00000237651,C2orf74,2.98275,0.9282,0,0,0,0,1.7085,C2orf74,1.7879,0,9.7114,0,0,0,1.058
ENSG00000187605,TET3,73.9288,74.89435,97.812,72.4945,30.6222,71.87129999999999,56.88015,TET3,68.98660000000001,66.55635,191.01879966,34.26,42.4764,23.76825,90.8334
ENSG00000065911,MTHFD2,66.1836,41.71125,30.62023,34.2805,21.75075,29.2383,26.625885859999997,MTHFD2,56.15699985,51.54625,12.1618,25.688,29.336633260000003,47.77459183,40.080266560000005
ENSG00000005448,WDR54,0,0.5916,0,0,0,1.1716,0,WDR54,0.9792,0,0,0.7189,0,0.162,0
ENSG00000115274,INO80B,4.37,3.0368,6.5576,0.7224,7.1944,7.9074,5.814400000000001,INO80B,2.89275,3.9066,0,1.218,3.83535,3.26733343,1.6787999999999998
ENSG00000274049,INO80B-WBP1,0,5.5404,6.375100000000001,4.876,5.4768,6.8271,1.6785,INO80B-WBP1,3.83315,4.4828,1.42425,2.2701,0,8.960999999999999,0
ENSG00000135940,COX5B,8.568,2.53,4.304399999999999,8.4022,0,11.214,2.101,COX5B,4.808999999999999,3.9555,7.39120008,0,1.077,0,10.8368
ENSG00000228486,C2orf92,3.5938000000000003,3.5232,1.7388,0,0.37715,2.862,2.046,C2orf92,2.4816,0,4.2447213999999995,0,0,1.156,4.0832
ENSG00000115085,ZAP70,0.67,0,1.5826000000000002,0,0,0,0.66,ZAP70,0,0,7.455,0,0,0,0
ENSG00000168658,VWA3B,0,0,NA,NA,NA,NA,NA,VWA3B,0,NA,NA,NA,NA,NA,NA
ENSG00000135622,SEMA4F,1.1625,1.6468,1.036,0,0,0.6636,0,SEMA4F,0,0,0.38095,0,0,0,0
ENSG00000159399,HK2,22.14600003,47.41386673,41.7624,38.64000006,19.4495,31.138799999999996,52.375216589999994,HK2,48.988466589999994,19.8657,3.18555,32.00549993999999,78.32373344000001,62.81478323,35.03261671
ENSG00000115350,POLE4,0,0,0.9126,0,0,0,1.078,POLE4,0,0,0,0,0,0,0
ENSG00000115364,MRPL19,8.9642,12.272799999999998,4.2966,10.5288,5.1057,10.6692,6.3356,MRPL19,16.824,3.1616,0.20009999999999997,1.946,17.432,7.1478,10.4246
ENSG00000132300,PTCD3,16.27045,24.3405,15.7311,8.0383,11.532,14.612,22.974,PTCD3,18.9176,19.04175,0,3.8506,3.361,7.25515,17.40375
ENSG00000132313,MRPL35,16.227800000000002,4.6129500000000005,5.797,4.457400000000001,0.8342999999999999,8.0755,3.4215,MRPL35,3.71925,4.1349,1.0305,2.0727,10.9746,7.67,11.47005
ENSG00000115548,KDM3A,38.448899999999995,31.836,36.8193,24.48875,18.6678,31.6449,55.352,KDM3A,16.96995009,28.943250000000003,3.4254,14.392,2.989,66.9106,30.8618
ENSG00000153561,RMND5A,29.443499999999997,23.3244,15.26635,11.6505,23.2812,14.1908,8.5914,RMND5A,32.0625,32.988749999999996,1.897,8.7184,18.1685,19.7714,15.5652
ENSG00000136694,IL36A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000136695,IL36RN,0,0,0,0,0,0,0,IL36RN,0,0,0,0,0,0,0
ENSG00000040933,INPP4A,2.6694,3.87465,8.895150000000001,1.67755,12.4644,7.183199999999999,4.0824,INPP4A,0,11.21225,0,8.742,13.6292,5.78205,0
ENSG00000115446,UNC50,0.1948,0,1.3208,3.15,5.6364,2.3338,2.4562500000000003,UNC50,4.7082,4.2734,10.888,0.9,4.3424000000000005,1.1538,2.418
ENSG00000273045,C2orf15,0,0,0,0,NA,NA,0,C2orf15,0,0,3.1075999999999997,0,0,0,0
ENSG00000241962,NA,0,0,0,0,0,0,0,NA,0.0406,0,0,0,0,0,1.0293
ENSG00000144182,LIPT1,1.791,1.4224,0,6.2448999999999995,4.239,0,0.4248,LIPT1,0,7.0047,0,0.8288,0,9.45,0
ENSG00000143702,CEP170,45.26724992999999,42.53926659,56.67826657999999,27.0084,24.994083380000003,53.53149989999999,29.95614993,CEP170,29.98855,35.86275,14.54906672,32.08540008,36.71359992,46.7424,44.70143326
ENSG00000117020,AKT3,13.43489409,6.9413500500000005,29.40678,32.826186129999996,9.546775,22.101053460000003,18.645899999999997,AKT3,11.72344509,21.62711679,19.01386685,27.848,16.959319999999998,34.32986648,29.34
ENSG00000035687,ADSS2,10.1955,3.1973999999999996,1.9586,2.5592,5.0806,2.1984,9.5976,ADSS2,6.6671,1.5707999999999998,0,1.095,6.6374,5.7646,10.587533229999998
ENSG00000153187,HNRNPU,479.166,303.74325,349.98985,321.32306689,334.1525,399.77805,287.75555,HNRNPU,400.92351687,298.8237,193.9335,391.52595,391.7403,488.76785,420.125
ENSG00000198885,ITPRIPL1,0,0,2.5431999999999997,0.8946000000000001,0,0.258,0,ITPRIPL1,1.035,0,1.9776,0,0,2.793,0
ENSG00000121152,NCAPH,0,0,1.6422,0.9078,0,0,0,NCAPH,0,0,0,0,3.4075,0,0
ENSG00000196843,ARID5A,61.2996,79.7878,118.4156,114.13215,38.68605,123.144,87.8823,ARID5A,68.1387,49.9951,95.6886,88.722,137.32123298,98.8764,46.3694
ENSG00000249715,FER1L5,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000158158,CNNM4,6.5075,1.7908000000000002,6.5772,2.8305,8.2324,5.71205,2.4467999999999996,CNNM4,7.3832,1.5799,19.663100000000004,0,1.1732,3.6162,2.19735
ENSG00000055813,CCDC85A,0,1.1978,3.7191,5.48,0,1.9055999999999995,4.6652,CCDC85A,0,0,2.295,1.2015,0.92365,7.5429,0.5208
ENSG00000153214,TMEM87B,8.8335,25.97,9.8964,11.7888,9.4658,8.56805,6.4906,TMEM87B,15.17135,16.6782,0,16.344,7.1008,16.4808,9.6805
ENSG00000144152,FBLN7,0,0,0,0,0,0,0,FBLN7,0,0,0,0,0,0,0
ENSG00000188177,ZC3H6,40.3655,61.5276,50.858999999999995,21.4327,38.556,53.352799999999995,39.08575,ZC3H6,22.434,50.3776,9.5004,37.918499999999995,37.4752,55.3984,75.74849999999999
ENSG00000114999,TTL,77.775,40.574966530000005,41.5264,58.1735,104.673,66.38624999999999,86.33959999999999,TTL,27.8955,45.5806,39.6648,68.5558,55.964316530000005,67.67445000000001,95.4774
ENSG00000125630,POLR1B,3.5596,1.601,7.2971,2.552,8.996,5.723199999999999,3.5208,POLR1B,5.9168,3.40625,7.0493999999999994,3.6363,5.32,1.8343,13.3216
ENSG00000125611,CHCHD5,0,7.872000000000001,0,0,3.2879,0,4.9984,CHCHD5,2.2338,1.9251,0,1.3712,1.869,1.4894,3.8657
ENSG00000144136,SLC20A1,37.03,21.158050000000003,22.508999999999997,32.7344,30.6108,6.4792,21.7728,SLC20A1,37.2762,22.9369,3.4912,10.9486,10.068,28.8696,31.40515
ENSG00000163083,INHBB,0,0,0,0,NA,0,NA,INHBB,NA,0,0,NA,NA,NA,NA
ENSG00000211460,TSN,2.4048000000000003,3.3631,1.0806,0.5688,1.0625,2.256,9.2928,TSN,3.5448,2.5828,0,1.1415,1.479,4.9699,4.1803
ENSG00000136732,GYPC,94.8696,107.6376,126.0668,137.86875,52.82235000000001,148.86235000000002,148.1312,GYPC,89.72865,105.621,37.14125,138.7463,133.1936,123.1785,151.4976
ENSG00000115762,PLEKHB2,67.88575,77.23445,84.2114,85.52898,60.4469,96.08733316,76.57,PLEKHB2,79.22420000000001,45.093160000000005,30.0267778,146.65790030999997,67.39866656,71.84025,74.85184582
ENSG00000188219,POTEE,4.68896884,3.2280539099999994,10.33496601,11.90595,0.8841199999999999,3.91034,8.41607,POTEE,2.91205,4.520475,6.635911019999999,1.87361614,4.55449486,5.7771,5.2080075
ENSG00000163040,CCDC74A,0,1.8010000000000002,1.4085,0.5316,0,0,3,CCDC74A,2.519,2.947,0,0,0,0.8939,0
ENSG00000144283,PKP4,1.056,0,2.4357,0,0.8112,0,0,PKP4,0,1.8286,2.502,0.305,0.679,1.3932,4.9815
ENSG00000163331,DAPL1,0,NA,NA,NA,NA,0,NA,DAPL1,0,NA,NA,0,0,NA,0
ENSG00000028116,VRK2,21.9726,8.91865,13.58595,10.9967,8.741500049999999,11.76525,1.3703999999999998,VRK2,13.3661,18.025,0,8.154,12.484,8.1942,5.776800000000001
ENSG00000115421,PAPOLG,29.53225,12.558,21.9296,3.1044,15.2802,13.7294,9.9851,PAPOLG,23.0555,23.0347,0,14.9136,15.8488,12.3904,37.486799999999995
ENSG00000162924,REL,355.57955565000003,231.63758772,452.22124662,376.91713098,481.37985892,560.00180176,461.88901269,REL,195.6097188,278.21304449999997,200.38341217,464.76407651999995,383.9182434000001,665.1236944,526.6059397199999
ENSG00000162928,PEX13,18.6147,9.976,4.4479,9.93195,6.38755,7.810700000000001,17.1981,PEX13,17.255,7.43939991,6.3112,8.1954,9.8762,17.5462,13.41599985
ENSG00000198142,SOWAHC,1.6184999999999998,1.708,3.1125,2.6412,0,1.2324,0,SOWAHC,0,3.9246,7.74,1.8564,5.565,0,1.078
ENSG00000015568,RGPD5,16.97349456,11.3005359,15.662565799999998,12.028123589999998,11.140986,15.3312764,11.4268336,RGPD5,10.3826896,10.032042959999998,94.8115504,6.57012202,9.46654775,16.41620525,17.146827639999998
ENSG00000256977,LIMS3,0.22583332,0,0.74029998,2.2626999999999997,1.81609989,0.68746672,1.1749,LIMS3,0.6840667699999999,0,2.20648306,0,0,0.4760167099999999,0.40515003
ENSG00000284337,NA,0.21876668,0,0.71906674,1.3337830700000002,0.96330006,0.63100005,0,NA,0,0,0.2554167,0,0,0,0.3753
ENSG00000153093,ACOXL,0,NA,0,NA,NA,NA,0,ACOXL,0,NA,0,0,NA,NA,0.7574000000000001
ENSG00000135973,GPR45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000135974,C2orf49,4.6592,1.41,4.8096000000000005,4.7058,10.062,3.2032000000000003,0,C2orf49,3.969,5.322,0,3.0102,4.7303999999999995,3.9798,1.9278
ENSG00000071051,NCK2,7.11645,10.8504,12.009,15.0535,3.50315,13.0889,19.89,NCK2,6.3952,9.88696673,5.236000000000001,32.7167,8.6264,9.0155,27.71135
ENSG00000254126,CD8B2,NA,0,0.7119,NA,0,NA,NA,CD8B2,0,NA,0,NA,0,NA,NA
ENSG00000115718,PROC,NA,0,NA,NA,NA,NA,NA,PROC,0,0,NA,NA,0,NA,0
ENSG00000169994,MYO7B,0,0.3906,0,0,4.094799999999999,0.4012,0,MYO7B,0,0,0,2.934,0,0,0
ENSG00000173349,SFT2D3,1.9206,1.0013,0.8112,1.2207,1.8528,1.185,0,SFT2D3,3.5046,0,0,0,0,7.525,2.1338
ENSG00000066032,CTNNA2,0,0,0,NA,NA,0,NA,CTNNA2,NA,NA,NA,NA,0,0,NA
ENSG00000115423,DNAH6,0,0,0,0,0,0,0,DNAH6,0,0.8423999999999999,0,0,0,0,0
ENSG00000034510,TMSB10,134.20385000000002,136.5427,141.40079999999998,71.991,107.58995,129.43515,99.9843,TMSB10,98.11945,131.6874,182.9496,136.233,98.1255,138.4971,147.98080000000002
ENSG00000176407,KCMF1,9.6577,6.093,18.8149,11.2176,13.52,12.3336,5.00955,KCMF1,12.8541,3.98565,1.5581999999999998,10.948,16.3514,9.6866,29.215
ENSG00000222038,POTEJ,0.8821622000000001,1.78828735,0,0.93225856,0,0.6199182099999999,2.1627,POTEJ,0,0.48053696,0,0,0,0.93661361,2.9669974999999997
ENSG00000144120,TMEM177,0,0,0,0,0,0,6.6582,TMEM177,1.1376000000000002,0.5313,0,0,0,1.3786,0
ENSG00000088179,PTPN4,6.860899999999999,7.7411,19.129,0,3.726,1.332,3.0366,PTPN4,0,1.2886,0,0.9024,0,1.1502,0
ENSG00000115109,EPB41L5,0,0,0,1.1342,0,0,0,EPB41L5,0,0.9072,0,0,0,0,0
ENSG00000144118,RALB,6.006300029999999,10.40598327,15.53543342,11.5815,31.95746684,24.6582,18.4107,RALB,10.56440007,5.4828,5.4456999999999995,8.8704,13.62863326,17.22976658,18.7152
ENSG00000115946,PNO1,2.23,1.326,1.344,1.3168,0,0,0,PNO1,0,0,10.1205,2.4808,9,1.37116673,7.931
ENSG00000115956,PLEK,253.412,146.85840000000002,210.76125,152.9856,198.5115,231.7347,177.85075,PLEK,128.3493,140.8563,64.91759994,148.8234,114.9253,168.1719,167.9496
ENSG00000169621,APLF,1.01020002,2.7700000799999995,2.80650006,11.5984,0,0,1.2123,APLF,2.7795,1.3252000000000002,0,0,0,1.2717,3.81639993
ENSG00000169618,PROKR1,NA,0,0,0,0,0,0,PROKR1,0,0,NA,0,0,0,0
ENSG00000163219,ARHGAP25,32.555,26.1525,51.90805,19.8772,9.789,15.363,20.448,ARHGAP25,14.9772,5.397,2.2350000000000003,22.4388,2.9136,29.003400000000003,29.040799999999997
ENSG00000153094,BCL2L11,28.2996,30.326075,53.315999999999995,37.201350000000005,21.565,33.831,41.18755,BCL2L11,29.1837,36.4962,35.2342,12.5587,16.008,55.4751,22.9644
ENSG00000293584,NA,8.340399999999999,4.3344,8.430200000000001,10.9217,1.5645,5.8708,3.2039999999999997,NA,3.9955,8.6595,0,0,0,7.531000000000001,4.8884
ENSG00000153208,MERTK,22.24273317,2.674,16.2792,3.7583,8.7883,6.0622,3.3123999599999996,MERTK,2.22059997,4.92433337,7.7679,11.48775,3.2428000000000003,3.950199959999999,4.41025
ENSG00000115183,TANC1,4.7042,0.3312,7.300599999999999,0.3443,0,1.6974000000000002,0,TANC1,0,1.1475,0,0,0,4.34,0.84
ENSG00000125629,INSIG2,4.023000000000001,0.8939999999999999,5.5594,4.748,2.56,17.992,0.6324000000000001,INSIG2,9.93025,7.6544,0.6204000000000001,2.253,4.7709,13.97285,10.8948
ENSG00000019169,MARCO,1.12275,3.8214,0,2.6784000000000003,0.7938,0,2.8304,MARCO,1.8342,1.6832,0,0.7722,3.2208,0,0
ENSG00000115107,STEAP3,52.353199999999994,42.6762,47.001,37.40164989,11.07945,74.819,48.477599999999995,STEAP3,30.1912,40.1904,18.6849,35.876,27.5885,17.46775005,38.093999999999994
ENSG00000155368,DBI,3.2918666599999997,0,2.7368,9.4136,4.8748000000000005,11.27295,0,DBI,5.196199979999999,4.13925,8.947899999999999,2.106,21.6192,5.7055,4.618799999999999
ENSG00000171227,TMEM37,0,2.9946,0,0,0,0,0,TMEM37,0,0,0,0,0,0,0
ENSG00000136731,UGGT1,38.2656,20.95485,35.5245,25.046,19.3603334,20.1136666,24.9662,UGGT1,21.5007,35.611200000000004,23.7084375,21.575999999999997,28.941,21.2069,49.422
ENSG00000222014,RAB6C,0,0,1.36125,0,0,0.937625,0,RAB6C,0.55486396,0.5436,0,0.6940500000000001,7.24735404,0,1.01346206
ENSG00000152082,MZT2B,4.818,0.4018000000000001,8.496599999999999,1.89405,2.8405,1.626,1.26649995,MZT2B,0,3.9962,0,1.4733,0,0,12.8132
ENSG00000136718,IMP4,8.7363,4.026,4.2957,2.4064,16.69199985,8.7597,3.897,IMP4,1.8102,8.7255,0,4.2864,0,3.1724,4.0887
ENSG00000072135,PTPN18,33.481300000000005,17.755,25.63545,17.693550000000002,33.667199999999994,73.7743,43.265,PTPN18,25.6672,33.76125,11.3828,20.486700000000003,37.210249999999995,51.6736,36.0048
ENSG00000170485,NPAS2,0.6351,0,0,0,0,1.8696,1.0584,NPAS2,0,0,0,0,0,0,4.3384
ENSG00000071082,RPL31,29.1341,20.476,30.24775,9.97515,35.861466410000006,36.7563,20.4215,RPL31,15.84625,21.76015,3.9906,3.7436,15.12509994,42.5968,33.94086652
ENSG00000158435,CNOT11,18.38875,47.635,34.733000000000004,43.896,2.5857,74.7225,46.53,CNOT11,42.22515,29.799,29.076300000000003,16.6635,27.7732,19.47015,47.0265
ENSG00000071054,MAP4K4,39.09015,45.1505,79.485,53.32825,51.87105,179.832,234.4278,MAP4K4,32.5553,53.918875,16.726799999999997,57.7248,89.91810000000001,221.13394999999997,288.87465000000003
ENSG00000115590,IL1R2,0,0,0,0,0,0,0,IL1R2,0,0,NA,0,0,0,0
ENSG00000072182,ASIC4,0,0,0,0,NA,NA,0,ASIC4,0,0,0,NA,0,0,NA
ENSG00000188760,TMEM198,0,0,0,0,0,0,0,TMEM198,0,NA,0,0,0,0,0
ENSG00000123999,INHA,NA,NA,0,NA,0,NA,NA,INHA,NA,NA,0,NA,NA,NA,0
ENSG00000144589,STK11IP,0,0,4.4536,2.33105,0,2.4827000000000004,3.6777,STK11IP,0,2.7159,51.3840006,10.3316,6.7628,0,4.8421
ENSG00000114923,SLC4A3,NA,NA,0,NA,NA,NA,NA,SLC4A3,0,NA,0,NA,NA,NA,NA
ENSG00000144580,CNOT9,72.22,43.3552,62.404,67.64179999999999,35.0791,63.6527,61.94879999999999,CNOT9,62.6769,47.8926,9.3109,49.0875,75.7491,62.9141,82.8414
ENSG00000115556,PLCD4,0,0.868,0.9156,0,0,0,0.6384000000000001,PLCD4,0,0,0,0,0,0.9702,0
ENSG00000074582,BCS1L,2.1258,5.83185,0,0.9685,2.451,1.497,4.0492,BCS1L,1.3755,0,0,0,13.3776,1.4168,0
ENSG00000163482,STK36,4.23325,4.77855,5.136299999999999,2.8006,0,3.98145,0,STK36,4.9071,0.7976000000000001,0,6.2127,0,0.937,13.474900000000002
ENSG00000135912,TTLL4,15.691,13.9266,10.47413328,9.96005,2.1083999999999996,9.035,14.937,TTLL4,14.65749987,12.02823341,0,11.5206,2.60325,12.7468,0
ENSG00000158552,ZFAND2B,0,1.0912,0,0,0,0,1.7575,ZFAND2B,0,2.244,0,0.6355999999999999,5.385599999999999,0.5049,0
ENSG00000163516,ANKZF1,4.84925,1.713,9.5238,0,3.4631999999999996,7.828799999999999,0.91675,ANKZF1,7.0275,2.58555,7.6342,20.0395,2.2272,4.2896,2.5036
ENSG00000115661,STK16,3.3278,1.4154,6.534400000000001,1.1394,3.1046,2.2022,5.317,STK16,1.6522,4.01,0,2.2132,4.0327,3.1824,0
ENSG00000243910,TUBA4B,0,NA,0,NA,1.5,0,NA,TUBA4B,0,NA,0,0,NA,NA,NA
ENSG00000135924,DNAJB2,22.1699,6.635733280000001,10.4604,26.29575,2.0592,13.27375,3.8701,DNAJB2,2.54205,11.217,17.26,10.568,10.0646,7.37235,6.4838
ENSG00000284643,SCYGR2,NA,NA,0,NA,NA,0,NA,SCYGR2,0,0,NA,NA,0,NA,NA
ENSG00000284622,SCYGR10,NA,NA,NA,0,NA,NA,NA,SCYGR10,0,NA,NA,NA,NA,NA,NA
ENSG00000168280,KIF5C,0,0,0,0,4.554,0,0,KIF5C,0,0.9401,0,0,1.0208,0,0
ENSG00000128714,HOXD13,NA,NA,NA,0,NA,0,NA,HOXD13,NA,NA,NA,NA,NA,0,0
ENSG00000128713,HOXD11,NA,NA,0.3622,0,0,0,NA,HOXD11,NA,NA,1.1354000000000002,NA,0,0,NA
ENSG00000128710,HOXD10,NA,NA,0.1512,0,0,NA,NA,HOXD10,NA,NA,NA,NA,0,NA,0
ENSG00000128708,HAT1,0.9674,2.402,0,3.1044,0,2.337,2.4318,HAT1,5.283600000000001,6.641100000000001,4.62333309,0,4.2775,0,4.6396
ENSG00000172878,METAP1D,0,0,0,0,0,0,0,METAP1D,0,0,0,0,0,0.5640000000000001,0
ENSG00000144355,DLX1,0,0,0,NA,0,0,NA,DLX1,0,NA,NA,0,0.6858,1,0
ENSG00000091409,ITGA6,18.7539,15.36,15.648,18.936,8.846,18.104,14.05075,ITGA6,18.2205,14.7196,0,21.4674,26.2962,13.9725,15.918
ENSG00000152256,PDK1,58.2329,18.05445,24.30425,23.7695,23.34905,39.449,38.3832,PDK1,17.433,26.4476,14.0531,14.3153,8.76573343,49.073,51.96975
ENSG00000175879,HOXD8,NA,0,NA,NA,NA,NA,NA,HOXD8,NA,0,NA,NA,NA,0,NA
ENSG00000128654,MTX2,4.212000000000001,0.9842,0,0,0,6.21,0,MTX2,0,0,0,0,0,3.8684,5.3622
ENSG00000183840,GPR39,0.702,0,0,0,0,0,0,GPR39,0,0,0,NA,0,0,0
ENSG00000152127,MGAT5,25.6032,34.98795,23.93895,25.194,25.3232,34.750699999999995,49.575750000000006,MGAT5,16.251749999999998,26.1702,17.36,29.1357,35.63625,27.2104,39.9722
ENSG00000082258,CCNT2,44.480799999999995,14.03,20.9678,25.8396,31.5514,36.6366,38.9616,CCNT2,36.8841,12.3777,0,22.0006,18.1776,30.4512,45.23435
ENSG00000115839,RAB3GAP1,80.8115,37.21656654,66.2697,30.7113332,60.815983130000006,76.8909,65.85040000000001,RAB3GAP1,41.33925,61.34160000000001,7.535550000000001,60.98225,67.38255000000001,65.351,69.87472686
ENSG00000138385,SSB,19.2661,16.61645,13.86513338,10.8307,9.9834,1.5125000000000002,19.3136,SSB,12.033,12.33815,0,22.854799999999997,33.3037,19.2648,31.6176
ENSG00000144357,UBR3,10.4468,15.3042,12.818,15.372800000000002,6.147,7.2479,4.6092,UBR3,12.126449999999998,8.2014,1.02375,5.779400000000001,13.18,14.5222,13.7205
ENSG00000071909,MYO3B,0,NA,0,NA,NA,0,NA,MYO3B,0,NA,NA,NA,NA,0,NA
ENSG00000155636,RBM45,8.4695,2.7443999999999997,0,3.0526999999999997,3.1904999999999997,0.3844,1.221,RBM45,1.7475,1.015,0,0,0,7.689500000000001,1.5316
ENSG00000079156,OSBPL6,0,0.9486,0,0,0,0,0,OSBPL6,0,0,0,0,0,0,0
ENSG00000204311,PJVK,3,0.8932,1.49,4.4622,0,0,0,PJVK,0,2.7896,0,0,0,0,1.4522
ENSG00000003400,CASP10,23.90328206,14.0714,14.955750000000002,17.409333600000004,4.488880000000001,22.2372,17.44596,CASP10,17.2557,21.8109,4.902,4.759,27.744,13.9621,10.915
ENSG00000064012,CASP8,21.23329989,12.35333325,13.3776,7.568999999999999,5.30075,13.50825,6.7424,CASP8,24.5898331,9.648,4.66559171,4.4535,30.033449729999997,17.894099999999998,13.68308341
ENSG00000082146,STRADB,4.44009993,0,3.39403327,1.1214,1.1592,1.6947,0,STRADB,0,2.19639996,0,5.744000000000001,0.94183335,4.3248,1.7108
ENSG00000155760,FZD7,0,1.7515999999999998,3.2973,1.8144,1.7108,2.8859999999999997,0,FZD7,0,0.9984,0.2196,0,0,0.8310000000000001,6.6585
ENSG00000204186,ZDBF2,1.9479,0,0,0.9213,0,0.8384999999999999,0,ZDBF2,0,0,0,1.0647,0,0,0
ENSG00000114948,ADAM23,0,0,0,1.698,0,2.96,0,ADAM23,2.457,1.0556,27.886,1.521,2.28,0,1.9782
ENSG00000118246,FASTKD2,11.3778,14.161,14.469,3.2725,4.1873,7.3929,2.9216,FASTKD2,8.30535,7.2051,3.03125,1.296,1.4265,7.904,9.0365
