Gene,ENSG,logFC,logCPM,F,PValue,FDR
CYB5A,ENSG00000166347,-0.06928243610559914,5.531072253226418,0.013575213134435016,0.9087826032858887,0.9995076587575902
YTHDC1,ENSG00000083896,-0.07679454853805144,5.523459832354382,0.013554023553073261,0.9088534999996547,0.9995076587575902
NEK6,ENSG00000119408,0.05668754813558524,6.374570978815826,0.013543269494539203,0.9088882871680358,0.9995076587575902
STX16-NPEPL1,ENSG00000254995,0.088958461777848,4.7680812674682125,0.013530438957361684,0.908936224630201,0.9995076587575902
SRSF10,ENSG00000188529,-0.045068947305584806,7.2555435800473544,0.013500227753941751,0.9090322114219829,0.9995076587575902
PPIL2,ENSG00000100023,0.07546262438349154,5.604928439461502,0.01348406279310016,0.9090877057908473,0.9995076587575902
EEF1A1,ENSG00000156508,0.037311933658614176,9.65511772472794,0.013385401542918346,0.9094179493191157,0.9995076587575902
LGALS9,ENSG00000168961,-0.06268129844011656,6.00819857905582,0.013361672366037426,0.9094985718509531,0.9995076587575902
PICALM,ENSG00000073921,-0.04190219267570574,9.063181641022954,0.013334865955986874,0.9095883020059596,0.9995076587575902
MYO1E,ENSG00000157483,0.07573873964907674,5.03721109634851,0.01329672406067765,0.9097207771549559,0.9995076587575902
RBPJ,ENSG00000168214,0.0438200671725251,7.688676888459808,0.013239576792305656,0.9099104482672076,0.9995076587575902
SPTAN1,ENSG00000197694,0.043653392619904106,7.771404709971093,0.01319208609490606,0.910071408502525,0.9995076587575902
TMSB4X,ENSG00000205542,0.03817730083704135,8.856811179965531,0.013173893028667396,0.9101331047043257,0.9995076587575902
CYP4V2,ENSG00000145476,-0.060603809521450454,6.139053821715316,0.012971596189905983,0.9108230981001414,0.9995076587575902
CD300E,ENSG00000186407,-0.04400830227073549,8.154628532833069,0.012961069183473034,0.9108586161743332,0.9995076587575902
GCC1,ENSG00000179562,0.07596050247364866,5.192999971844887,0.012960847665082214,0.9108621674482063,0.9995076587575902
SMC1A,ENSG00000072501,0.06499410104955526,5.75963787111144,0.012958095788741977,0.9108697912906539,0.9995076587575902
WSB2,ENSG00000176871,-0.04807103094833213,6.843221378390924,0.012910857223907606,0.9110308185618883,0.9995076587575902
METTL22,ENSG00000067365,0.09392941169327056,4.706667809871263,0.012866242343613455,0.9111893470268877,0.9995076587575902
CDK12,ENSG00000167258,-0.04507463845647747,7.66308375654687,0.012860960177765508,0.9112019937817055,0.9995076587575902
CCDC174,ENSG00000154781,0.11476498601482119,4.262009127928408,0.012836109160901303,0.9112929630971074,0.9995076587575902
GPR183,ENSG00000169508,-0.055519184028670364,6.087848114492384,0.012831382444503762,0.9113042183115854,0.9995076587575902
ZNRF1,ENSG00000186187,-0.06978859584387942,5.45613576613015,0.012815460085919045,0.9113601863848197,0.9995076587575902
CD82,ENSG00000085117,-0.04803653349876412,9.668184734374968,0.012781161641050292,0.9114765908205111,0.9995076587575902
FTCDNL1,ENSG00000226124,-0.0762970705877605,5.466340866302434,0.01270229529835217,0.9117506074940356,0.9995076587575902
SZRD1,ENSG00000055070,-0.04592927247808262,7.073629843871731,0.012672989843723462,0.9118504355528867,0.9995076587575902
APAF1,ENSG00000120868,-0.10122453733516286,4.458745194451482,0.012568545778195559,0.9122191136299782,0.9995076587575902
CLU,ENSG00000120885,-0.07827179685851665,5.085326746378495,0.012436886783888459,0.9126749438067778,0.9995076587575902
WIPF2,ENSG00000171475,0.03954659735381463,8.057963786751877,0.012387578553908225,0.9128441999570187,0.9995076587575902
RBM17,ENSG00000134453,0.03873257290188179,8.247154722740468,0.01234320878483609,0.9129997352087739,0.9995076587575902
AHDC1,ENSG00000126705,0.0892601588178916,4.842394903452985,0.01233544928303259,0.9130316470870433,0.9995076587575902
CC2D1B,ENSG00000154222,0.07069996400762044,5.759597745094202,0.012257566654380743,0.9133017372866553,0.9995076587575902
NCOA6,ENSG00000198646,-0.04704283193360163,6.614628048071767,0.012242547690748133,0.9133538921500615,0.9995076587575902
CNOT9,ENSG00000144580,0.04239150970263401,7.264662023099712,0.012241603013612767,0.9133570668176535,0.9995076587575902
NUP50,ENSG00000093000,0.03973903425769751,7.835281424411949,0.012164472132160478,0.9136292238692587,0.9995076587575902
PPP1R12A,ENSG00000058272,-0.04091826644389008,8.285622439391817,0.012142555285920106,0.9137067038393697,0.9995076587575902
SCAMP2,ENSG00000140497,0.04334380274758825,7.39349450813502,0.012114063153150483,0.9138076297587172,0.9995076587575902
NISCH,ENSG00000010322,0.07510502635629611,5.057769803263164,0.011914637967728339,0.914520321144729,0.9995076587575902
UPK3BL2,ENSG00000284981,-0.07520637232589711,5.155630317083256,0.011887980767561788,0.9146150775128453,0.9995076587575902
ZBTB37,ENSG00000185278,-0.05133473539466549,6.172623375579647,0.011878834099423616,0.9146454132694903,0.9995076587575902
GALNT2,ENSG00000143641,-0.04571494481169504,6.724628121833973,0.011815164254180624,0.9148732336667458,0.9995076587575902
ABR,ENSG00000159842,-0.03857233014498008,8.21886497022091,0.01178245317135226,0.9149904774140281,0.9995076587575902
TCEAL1,ENSG00000172465,0.07816068789595576,4.7659873838619,0.011733913251480821,0.9151700147275408,0.9995076587575902
GALNT4,ENSG00000257594,-0.07742561228862856,4.837809672627341,0.011722510805648869,0.9152106771304581,0.9995076587575902
PLXNB2,ENSG00000196576,-0.03738686635179207,8.215003414218192,0.011718301371255627,0.915221254179877,0.9995076587575902
RARS2,ENSG00000146282,-0.055418087743428684,6.318882399462205,0.011663894216392927,0.9154178362116892,0.9995076587575902
ATG4B,ENSG00000168397,0.07972580792406662,4.741163780628623,0.011627880652141468,0.915552715943192,0.9995076587575902
ANKRD11,ENSG00000167522,0.036449395409206886,9.254494520820387,0.011603205572240993,0.9156368802755013,0.9995076587575902
LIX1L,ENSG00000271601,-0.06283370916906393,5.708510131505304,0.01157742792931504,0.915731304337113,0.9995076587575902
KAT8,ENSG00000103510,0.09140819201413374,4.8479067364691915,0.011574723650346532,0.9157445684817829,0.9995076587575902
PRDX1,ENSG00000117450,-0.042383886872199975,7.464464218845995,0.011558077194710309,0.915800490684809,0.9995076587575902
TRIM33,ENSG00000197323,-0.04567417642775613,6.821848746948695,0.01137860880806495,0.9164542042149936,0.9995076587575902
ANKH,ENSG00000154122,-0.07586684517519343,5.1044311809167,0.011367373469683752,0.9164981812602191,0.9995076587575902
RPL36AL,ENSG00000165502,-0.07872886094469704,4.763274468441344,0.011284114221076695,0.9168052076975578,0.9995076587575902
MDM2,ENSG00000135679,0.034824780774938724,9.715597486234996,0.011231631882267388,0.9169931906626434,0.9995076587575902
PSKH1,ENSG00000159792,0.08239080274661044,4.845157355042129,0.011144149872729135,0.9173202378309822,0.9995076587575902
