Gene,ENSG,logFC,logCPM,F,PValue,FDR
DLL4,ENSG00000128917,3.6119735494662897,7.351725439420857,542.5765462249346,3.054744213152621e-11,1.579020772657379e-7
CCL4L2,ENSG00000276070,3.4315317757940482,6.027768740357693,531.9663549008269,3.424867133364276e-11,1.579020772657379e-7
CSF3,ENSG00000108342,5.087531354034957,3.986042891764136,524.7814031187651,3.706982094816467e-11,1.579020772657379e-7
CXCL1,ENSG00000163739,3.508020430477737,5.98579179985022,499.7448351238563,4.9164826835150506e-11,1.579020772657379e-7
PTGS2,ENSG00000073756,3.4458028524595363,8.960866244804713,481.79934515625354,6.073686580335132e-11,1.579020772657379e-7
PELI1,ENSG00000197329,3.2911595918865646,7.902025367323863,473.63373195483433,6.70402252755751e-11,1.579020772657379e-7
RND1,ENSG00000172602,3.273485465010234,5.800815716809188,457.0183606525075,8.238949669103136e-11,1.6633262389109358e-7
IL23A,ENSG00000110944,5.59048916521626,2.8670875291366538,429.5519838189323,1.1823109762153632e-10,2.088552339484439e-7
IL6,ENSG00000136244,5.679194217204516,2.4678280568515976,409.5057419813338,1.5654544559383854e-10,2.4581113745912515e-7
FOSB,ENSG00000125740,4.65604231600732,2.655489029416022,385.68303281754186,2.192087033145767e-10,3.097857395241598e-7
CCL20,ENSG00000115009,2.9429744623854712,5.972006278737971,374.5512361942848,2.590355648775825e-10,3.327900548045451e-7
TNF,ENSG00000232810,3.2584384038335763,6.053255434033692,362.02490223909166,3.1487094389733737e-10,3.7081301492976435e-7
IL1A,ENSG00000115008,3.4398826551246,3.6063602003316673,347.5366378133193,3.979690856630981e-10,4.248992401570577e-7
ZC3HAV1,ENSG00000105939,2.924832833556992,8.558979673989203,344.1440639745464,4.209304671807817e-10,4.248992401570577e-7
CCL3L3,ENSG00000276085,3.6852118704349794,4.718722625627067,325.2593767571815,5.814031801500138e-10,5.47759316125333e-7
OSR2,ENSG00000164920,4.102813224159064,2.6807902672275405,306.64384911925475,8.144846814659031e-10,7.19393594904759e-7
CXCL3,ENSG00000163734,2.818135718126619,6.36286244890438,293.2367049986296,1.050333751942969e-9,8.731362695563552e-7
KLF4,ENSG00000136826,3.246369325856908,3.1738865978636177,280.42763330705174,1.354532722342043e-9,1.0634586906743195e-6
JAG1,ENSG00000101384,2.3798703643840606,5.817306770589065,253.42023453422868,2.4064038436133884e-9,1.7898578483128635e-6
ZNF503,ENSG00000165655,3.3245593035025007,3.2357180298716677,249.2670996470674,2.642754687803584e-9,1.8673704624020123e-6
XBP1,ENSG00000100219,2.200718648441808,7.047635018589559,245.60967181561227,2.8729856835599105e-9,1.9333825561937455e-6
TNIP3,ENSG00000050730,2.3624367343461925,8.947650503262187,243.49203309680118,3.017203805970101e-9,1.9381420084531576e-6
CXCL2,ENSG00000081041,2.657422812276041,5.887836091618118,235.5922407985267,3.6353809215769453e-9,2.23370448624893e-6
IL1B,ENSG00000125538,2.9737798515480383,9.960025917618939,222.0645006615474,5.074374921830505e-9,2.9830931055597344e-6
CEBPD,ENSG00000221869,2.1955091793510584,5.149994176370664,220.52433846699952,5.277195558943771e-9,2.9830931055597344e-6
SOCS1,ENSG00000185338,2.079811809334257,5.899251565154182,204.75711293532584,8.00690310377368e-9,4.352059794712679e-6
RANBP3L,ENSG00000164188,5.309880115456637,1.3593715053230684,193.7969486596289,1.1175645056969826e-8,5.849415405373985e-6
SNAI1,ENSG00000124216,2.2566078167040615,4.360653570232093,188.41475628171705,1.2754849580545356e-8,6.437554795438106e-6
NOCT,ENSG00000151014,2.1000585005435255,7.108563695794015,183.55294621887205,1.4758455251179928e-8,7.191947917574991e-6
ACOD1,ENSG00000102794,2.012954578654395,9.547650254019242,180.1554422896792,1.6378359532826752e-8,7.715299230596922e-6
NKX3-1,ENSG00000167034,1.9109216882408175,5.810936064561877,163.6100067614962,2.7970738479252683e-8,1.254512049372214e-5
TNFSF9,ENSG00000125657,2.9415534214242194,3.434147091182607,162.87584465861616,2.8677856065781417e-8,1.254512049372214e-5
ZC3H12A,ENSG00000163874,1.9352297183103333,9.105925142560398,162.2496529552055,2.929443647699056e-8,1.254512049372214e-5
HES1,ENSG00000114315,2.66236886098492,2.4982484785272714,161.26340244854848,3.030339742711632e-8,1.2595518012941406e-5
NR4A3,ENSG00000119508,1.9028455335373133,9.223258088765835,159.07316232014801,3.26811476050933e-8,1.3195713655862243e-5
ADORA2A,ENSG00000128271,2.004051599610271,7.795686405207172,154.88378983273753,3.787355746091963e-8,1.486747538993656e-5
KLF5,ENSG00000102554,2.477284006549617,2.457103863772668,154.030374422553,3.905015066746683e-8,1.491504673601733e-5
MFHAS1,ENSG00000147324,1.806126704496836,7.155180132132342,148.0957109151155,4.848606596230134e-8,1.8031712741559014e-5
MAP4K4,ENSG00000071054,1.6854253505061636,6.938348829223958,146.21581875466393,5.2016145992660685e-8,1.88485173120072e-5
RASSF5,ENSG00000266094,1.6370067875587377,7.471029727792476,143.6292763059911,5.737660049209214e-8,1.9883443902952315e-5
DCLK3,ENSG00000163673,3.965510922573511,0.8174988205065113,143.64760318511458,5.7686187377656735e-8,1.9883443902952315e-5
IL1RAP,ENSG00000196083,1.9144200613334639,4.783586751731253,142.34637220043135,6.027375516976063e-8,2.028068352521565e-5
HAS3,ENSG00000103044,3.9162691079287018,0.903300452998032,141.7454878324469,6.1980687134391075e-08,2.0370024897284063e-5
PTX3,ENSG00000163661,2.0516490421883438,3.9207220036937316,139.0939714519654,6.84191984276682e-8,2.1975002549541066e-5
DNAAF1,ENSG00000154099,1.9531720438292561,5.238909990566327,138.13140228535,7.107181532359371e-8,2.2319708758956138e-5
RASL11A,ENSG00000122035,2.16528869821413,3.096786007506033,136.10658172449763,7.705812885368694e-8,2.3192581993149424e-5
MAFF,ENSG00000185022,1.7963818609118047,5.21840343754873,135.79884329981726,7.80152009704012e-8,2.3192581993149424e-5
OASL,ENSG00000135114,1.8388714314783967,7.31338226462773,135.31641295812958,7.954849604997303e-8,2.3192581993149424e-5
PIM1,ENSG00000137193,1.9700339495757933,7.179688216983145,135.0483155721374,8.041583057347308e-8,2.3192581993149424e-5
SH2D3A,ENSG00000125731,2.8255953475839912,1.449179660853338,131.2660227500297,9.395392421564413e-8,2.6098641775291703e-5
TNFSF15,ENSG00000181634,1.8825027935617817,4.422542645499057,131.19614806684635,9.41855880653748e-8,2.6098641775291703e-5
INHBA,ENSG00000122641,1.6680798296020856,7.036688756640994,130.30340377613734,9.775910971352816e-8,2.6567918047530386e-5
NR4A1,ENSG00000123358,2.0828047409679353,2.912581606637415,123.98213310214372,1.2814715330618877e-7,3.416935038722754e-5
TRAF1,ENSG00000056558,1.8713105673092012,10.257977130680525,122.04634262524955,1.395689962542735e-7,3.652572324195173e-5
EHD1,ENSG00000110047,1.7042680343839014,9.246437113098184,121.51891896434202,1.4288617089860604e-7,3.667429815211569e-5
ZFX,ENSG00000005889,1.5770580291392984,7.3736468253997005,121.13989919165763,1.4532696692035654e-7,3.667429815211569e-5
MAF,ENSG00000178573,1.619884654733614,4.877899693618706,119.06422157694529,1.5959146205002306e-7,3.95674831875601e-5
PPARGC1B,ENSG00000155846,-1.6620273746639072,4.66268889261146,115.24221737158571,1.9037650766637688e-7,4.638622079898687e-5
CCL4,ENSG00000275302,1.6104728902872305,9.790516175923658,113.8608790551682,2.0317557800719848e-7,4.866571641352083e-5
OXTR,ENSG00000180914,3.3976816911318903,0.4595873853361563,111.34312741075631,2.30076182650233e-7,5.419061022021821e-5
IL1RN,ENSG00000136689,1.7025399026330503,8.95752123545664,110.27354313603388,2.4140557050916385e-7,5.592694299074596e-5
GBP5,ENSG00000154451,1.5805613249595567,6.718757918114378,109.70515236176209,2.482070599750778e-7,5.657519631560967e-5
FOXP1,ENSG00000114861,1.54281329857884,6.4065079471959425,108.94223050487406,2.5769179400109767e-7,5.695174572034873e-5
HIVEP3,ENSG00000127124,1.6817741207599122,6.724109838718087,108.92435657389007,2.579190295855023e-7,5.695174572034873e-5
FJX1,ENSG00000179431,2.303187362885399,2.1196786520840694,108.37935261195575,2.64987769499018e-7,5.761241782400189e-5
JDP2,ENSG00000140044,1.4149000621014907,7.745608716935933,106.07587050992532,2.973249688618178e-7,6.366358272659407e-5
E2F7,ENSG00000165891,2.0679029222463354,3.4240641867766497,105.48164132157927,3.0641831278186274e-7,6.463139695870573e-5
CISH,ENSG00000114737,-1.6513712956787987,3.9496263817799804,104.20529601785458,3.2704378451027373e-7,6.796739356910571e-5
CH25H,ENSG00000138135,5.098302000024242,-0.32936992502392054,101.1330456629302,3.440196596020916e-7,7.045921492024288e-5
ADM,ENSG00000148926,1.7310037267583511,9.46510274502476,102.62998294158449,3.5479135908086695e-7,7.162730695044016e-5
MS4A7,ENSG00000166927,1.4072175746539146,6.007393985934364,101.65041838132515,3.7343443595746415e-7,7.432923167536455e-5
HCAR3,ENSG00000255398,2.4196653794389342,2.047291168433532,101.22318186450376,3.819685319153877e-7,7.497193462539248e-5
SAMD4A,ENSG00000020577,1.3513571195698542,6.528017740739285,98.4565635064797,4.4269176910548076e-7,8.542957204538797e-5
IFIT2,ENSG00000119922,1.5186051227159945,8.644864008028945,98.26351891468445,4.4733854594952663e-7,8.542957204538797e-5
SOCS2,ENSG00000120833,1.430825223644091,5.304994852078991,96.06342291764219,5.045387454999752e-7,9.506855401874201e-5
ANGPTL4,ENSG00000167772,2.0717131151020154,2.3879624251556355,94.20081420958824,5.597699153681215e-7,1.0408774268397754e-4
SLC7A5,ENSG00000103257,1.4051593925457677,8.65770215721159,93.34967385253798,5.872941324279956e-7,1.0778754129184978e-4
HCAR2,ENSG00000182782,2.846230513069662,1.6199950061437862,90.78530649977375,6.806387445482301e-7,1.2180812778999691e-4
TNFRSF21,ENSG00000146072,1.3917855111783453,5.8252620667613435,90.77284713307708,6.809257072891137e-7,1.2180812778999691e-4
SYDE1,ENSG00000105137,2.918610431102276,0.47610131361556884,89.90419135575684,7.174618240736992e-7,1.2673963122261897e-4
CDC42EP4,ENSG00000179604,1.5687598036297836,4.212337067254621,88.90585144372471,7.597556809036307e-7,1.3255391706827295e-4
IER3,ENSG00000137331,1.4353361158043867,9.19691918906298,87.75535677799961,8.136456900153367e-7,1.402248889182529e-4
RHOB,ENSG00000143878,1.6111810515467755,3.716150950443276,86.96588483028916,8.532201397184812e-7,1.4503939032339968e-4
GNAI1,ENSG00000127955,2.110107475170799,1.471695827400918,86.79717711780144,8.621078960632305e-7,1.4503939032339968e-4
KCNQ4,ENSG00000117013,3.487536657759022,0.33557311657026834,85.41977694648074,9.420649379446185e-7,1.5662660827098056e-4
TRGJP1,ENSG00000211692,2.535280570949002,0.7239495353135936,84.87656782925453,9.69934682643484e-7,1.5938508064090368e-4
HRH1,ENSG00000196639,1.6880870097677696,2.7637279975976328,84.04282521329861,1.0207372580848541e-6,1.639384320601268e-4
PMAIP1,ENSG00000141682,1.8310537167441798,4.315227561109958,84.0406746351602,1.0208450340568327e-6,1.639384320601268e-4
TRGC1,ENSG00000211689,2.2726502193305946,1.5513888476844697,83.70807597450776,1.0424218917761605e-6,1.639761120921872e-4
STAT4,ENSG00000138378,1.3965194093367475,6.601771251883276,83.67670697476215,1.0442860237968334e-6,1.639761120921872e-4
ZC3H12C,ENSG00000149289,1.23074445593817,6.205451406398557,81.62157787142573,1.1891000364204448e-6,1.846633155460849e-4
RAPGEF2,ENSG00000109756,1.3068019420378025,9.323495999878514,80.53970101298421,1.274719189766287e-6,1.9580795206279532e-4
ADA,ENSG00000196839,1.2107923929893378,6.871487124592068,79.8609530381341,1.3321165581248237e-6,2.006168734700731e-4
IL1R1,ENSG00000115594,1.5008780019426744,3.6859334037227147,79.83450150106671,1.3344173582073926e-6,2.006168734700731e-4
SPECC1L-ADORA2A,ENSG00000258555,1.3178408365262142,7.709473703045141,79.65556774355747,1.3500765550195054e-6,2.0083454605827002e-4
CCDC117,ENSG00000159873,1.3823247521112683,5.264350769140795,78.96681715052655,1.412406490771655e-6,2.0580928086953013e-4
SIAH2,ENSG00000181788,1.282234866615392,7.0686116431266,78.81173611726393,1.4269009040985836e-6,2.0580928086953013e-4
SDC4,ENSG00000124145,1.3334810139168805,7.056342992285132,78.80846586981622,1.427208429466031e-6,2.0580928086953013e-4
MYCL,ENSG00000116990,-2.6971174981011856,0.23603709323584518,78.41463812810748,1.4671973613859196e-6,2.0759117476956275e-4
FOXP4,ENSG00000137166,1.3514758597162477,5.06622604856597,78.24876526937449,1.4810021655986007e-6,2.0759117476956275e-4
MAP3K8,ENSG00000107968,1.1931227423294628,7.522125892830033,78.19225045692482,1.4865640288205151e-6,2.0759117476956275e-4
NCR3LG1,ENSG00000188211,1.3694427248418852,5.049773931269918,77.96605597964184,1.5090732018811878e-6,2.0759117476956275e-4
PALM2AKAP2,ENSG00000157654,1.3767850821141505,8.972584291193018,77.92687083262732,1.513012383333213e-6,2.0759117476956275e-4
EFNA1,ENSG00000169242,1.9623742502954757,1.5792422446963261,77.58471745991804,1.5481211233357113e-6,2.1036584341327185e-4
CLCF1,ENSG00000175505,1.4479486784499334,3.9213029538582074,76.96145880037912,1.6139860001289046e-6,2.1635987696473207e-4
ETS1,ENSG00000134954,1.19024330333898,7.525827011504363,76.86874484381073,1.624088371716649e-6,2.1635987696473207e-4
TSLP,ENSG00000145777,1.813250456487293,1.9540516564220285,76.74173480928131,1.6381621026907962e-6,2.1635987696473207e-4
PLEKHG3,ENSG00000126822,-1.2777732721916193,5.8458092432605975,76.55445618049733,1.6588987774584814e-6,2.1706997706521535e-4
RASGEF1B,ENSG00000138670,1.23128661943239,5.668255575589165,76.36662420086436,1.6801193428544954e-6,2.1782978489192414e-4
PRDM8,ENSG00000152784,1.6957063894331434,2.6830482543965406,75.4700004263557,1.7859488171445134e-6,2.2647691090636158e-4
MAP3K4,ENSG00000085511,1.2709436709807969,5.0892164891927765,75.46398116479432,1.7866328726711868e-6,2.2647691090636158e-4
TNFAIP3,ENSG00000118503,1.3409841032042331,10.884020298766814,75.39662753066382,1.7948920196371707e-6,2.2647691090636158e-4
DYRK3,ENSG00000143479,1.407199653516484,3.8086042453541116,75.2216446507818,1.8165635950517316e-6,2.271829798696555e-4
FOXF1,ENSG00000103241,2.9202436484998766,0.28088336303543066,74.32530882277129,1.9361575236064213e-6,2.3973041231068896e-4
TCF7L2,ENSG00000148737,1.5737659334422083,3.7230834583389045,74.18919609711809,1.9508206492873782e-6,2.3973041231068896e-4
TRAF3IP2,ENSG00000056972,1.4202685528793717,6.630910216728195,73.64362614850513,2.0264320599036983e-6,2.468753264703368e-4
MEFV,ENSG00000103313,1.1738581146364222,5.975492786476836,73.48396488046414,2.049206010361278e-6,2.4751606272158615e-4
MAMLD1,ENSG00000013619,1.7455275582197205,2.7109711035104813,73.22491861140273,2.0868561175935726e-6,2.499275479138336e-4
EHF,ENSG00000135373,1.1691530594517874,5.930141203376234,72.22053164182726,2.24037395495214e-6,2.660585271544844e-4
CXCL10,ENSG00000169245,-1.2020277262697991,7.067690196633107,71.3324165529124,2.387280630871317e-6,2.811420822956121e-4
IRAK2,ENSG00000134070,1.3846923060313356,7.031372523544128,70.99276572893247,2.446421635253131e-6,2.8572587230906815e-4
EGR1,ENSG00000120738,1.6272015660044312,2.6811824076758146,69.71496379372233,2.6848851164200823e-6,3.09711086655774e-4
ATF3,ENSG00000162772,1.2148446654965865,6.7915735610221635,69.66022225951002,2.6956172982352252e-6,3.09711086655774e-4
PGM5,ENSG00000154330,2.067614512249462,1.5063170373744035,68.06470841998224,3.034484500806187e-6,3.458333464951051e-4
FAM124A,ENSG00000150510,1.8750295477809316,1.5795945107946978,67.29947084718268,3.214258894834629e-6,3.633912536144238e-4
ATP2B1,ENSG00000070961,1.2656880424325598,8.158649820809206,67.0713919746791,3.26991144104618e-6,3.66749114959243e-4
EML4,ENSG00000143924,1.2306026900132299,7.192064453289585,66.47709791086292,3.4212505544926303e-6,3.807016758747232e-4
CD200,ENSG00000091972,1.5983529281849238,2.2667287636140623,65.71726780467563,3.626974267612929e-6,4.004406277336399e-4
C2CD4A,ENSG00000198535,1.4493222794135883,3.6309237295186003,65.2957124159429,3.747131209549771e-6,4.1049967638261527e-4
H1-3,ENSG00000124575,-1.4723627763473053,2.9872043034875615,64.9052758330113,3.8627893868762165e-6,4.1991492011795917e-4
PID1,ENSG00000153823,1.7987142311565718,1.461511009545461,64.7551746605806,3.908706449668304e-6,4.2166289730314867e-4
IL27,ENSG00000197272,1.7458911605605782,1.9416286523725703,64.41519962362285,4.014006946517205e-6,4.2974201642561466e-4
PRR5,ENSG00000186654,1.2770503894633858,4.799104224486052,64.00749492239513,4.144674106226337e-6,4.4039499600895184e-4
DENND4A,ENSG00000174485,1.2020409793010622,6.476143142523573,63.24100249138294,4.404600745560683e-6,4.64521027882564e-4
NFKBIZ,ENSG00000144802,1.1025954552631243,7.703814758179001,62.65327908918105,4.616873148727347e-6,4.8330112102085095e-4
TRIP10,ENSG00000125733,1.1493734362829147,8.182403714111441,62.39404982279287,4.714289145638658e-6,4.894078824991318e-4
GPRC5A,ENSG00000013588,2.483209287113536,0.4279070357143732,62.324568923820806,4.744472113103669e-6,4.894078824991318e-4
CCL3,ENSG00000277632,1.168954022401983,9.404291385668945,62.072026784912694,4.838670205965356e-6,4.955078793529161e-4
DUSP2,ENSG00000158050,1.9193646476053645,4.8718219144703445,61.84423085816955,4.928979527748504e-6,5.01124738749222e-4
TMEM217,ENSG00000172738,1.7000904468343785,1.4791003187709175,60.86397648120918,5.341338238349139e-6,5.391699427453574e-4
EZH2,ENSG00000106462,1.12369824118677,6.795748312200251,60.48955763807334,5.508605464912787e-6,5.499173500854162e-4
CXCL11,ENSG00000169248,-1.259975406020102,6.394443308724988,60.45231310136239,5.525634284752979e-6,5.499173500854162e-4
PLAT,ENSG00000104368,1.2831965416621627,3.87181615898126,60.14539166704192,5.668339738262878e-6,5.601746656023147e-4
DUSP8,ENSG00000184545,1.7004752323929593,1.6151945030734278,59.787884542063274,5.840481371737658e-6,5.731783523985873e-4
CPD,ENSG00000108582,1.0452072825984335,7.4076240893580545,58.680838611402855,6.411551241900892e-6,6.248830493140924e-4
DOT1L,ENSG00000104885,1.0543986339037466,7.644245017016515,58.28733214333817,6.630291501450391e-6,6.417758869760065e-4
USP12,ENSG00000152484,1.0137054074754295,7.360845811707669,56.59367285618158,7.677219875882253e-6,7.344516695008697e-4
BCORL1,ENSG00000085185,1.1376087560988861,6.990578749222367,56.57220459378605,7.691681792112137e-6,7.344516695008697e-4
MAPKBP1,ENSG00000137802,1.1104130126136968,6.059372687922123,56.44434170865146,7.778478558731487e-6,7.37754758335526e-4
GPR84,ENSG00000139572,1.257856844928661,7.674400323252552,56.19011472169799,7.954480541491148e-6,7.494181267490194e-4
CBX4,ENSG00000141582,1.0029462055000526,7.400652325179988,55.784461900272,8.245057160554794e-6,7.716499853838434e-4
ADRB1,ENSG00000043591,-1.6265528069646678,1.4030395514708611,55.17779300307369,8.704007439949618e-6,8.092436390879475e-4
RIPK2,ENSG00000104312,1.1382933376496664,7.631942693356201,54.996523297006924,8.84572721898025e-6,8.168546896506491e-4
TASL,ENSG00000120280,-1.3821838627351763,3.4527536048135308,54.92661633128569,8.901473408307384e-6,8.168546896506491e-4
TP53INP2,ENSG00000078804,1.175486195081843,10.072763735723548,54.33925972689984,9.386210207448073e-6,8.557801461397172e-4
ELL,ENSG00000105656,1.0722894576236224,6.097802225449499,54.17438985345079,9.52778740747592e-6,8.631198182208313e-4
CASP5,ENSG00000137757,1.3123292079273057,5.257824098829161,53.38003657291835,1.0245934957701589e-5,9.222646676575722e-4
CDCA4,ENSG00000170779,1.10536043450005,4.517936742582888,53.01973966920712,1.0592428049965823e-5,9.445987178786264e-4
HIVEP2,ENSG00000010818,1.1933970693751261,8.708294267817484,52.98379326424781,1.0627738192945202e-5,9.445987178786264e-4
NDE1,ENSG00000072864,1.0017831735775284,6.296603785746237,52.76017045444414,1.0850552797160645e-5,9.58375075809214e-4
TRAF5,ENSG00000082512,-0.9733571380246011,6.29604896313508,52.60595353480228,1.1007397630058445e-5,9.661897099874904e-4
REL,ENSG00000162924,1.1250242847566398,8.947615499726057,52.488445098528125,1.1128689899527037e-5,9.668546937569781e-4
GRAMD2B,ENSG00000155324,1.1458032614163072,4.289064447011967,52.44517016330322,1.117375907301565e-5,9.668546937569781e-4
TIPARP,ENSG00000163659,0.9782516415880592,6.661939289380194,52.40075688780866,1.1220221467318455e-5,9.668546937569781e-4
PTGER4,ENSG00000171522,0.9840415686611276,7.720836111417777,52.23663560918833,1.1393912889195597e-5,9.758713754552254e-4
CXXC5,ENSG00000171604,-1.0812324441899293,4.404446938883016,51.89535608542246,1.176527151033696e-5,0.0010016073312294092
JUN,ENSG00000177606,1.0104302030567114,6.624118230847702,51.758291272301,1.1918380450138585e-5,0.00100767457626489
FOXO3,ENSG00000118689,1.0091537975784686,8.456389208719576,51.7044626685521,1.1979148656418167e-5,0.00100767457626489
CXCL5,ENSG00000163735,0.9912489362686587,5.7421969765251255,51.41531355602418,1.23118471855129e-5,0.00102953268890928
CCRL2,ENSG00000121797,1.0169035033212532,6.260047365531871,50.8306512573737,1.3018167342264542e-5,0.0010821925934169558
SH3TC1,ENSG00000125089,-1.35332217095078,5.247542101012636,50.370016725246664,1.3608182088322292e-5,0.0011230629163569816
RALGAPA1,ENSG00000174373,0.9960931278014217,7.0813989002445945,50.32405176473314,1.3668753298429155e-5,0.0011230629163569816
CLIP2,ENSG00000106665,0.9767955461041176,6.071649528347568,49.60587380462858,1.4657400658434085e-5,0.0011954522060966105
PIGA,ENSG00000165195,1.0692985349739736,4.431436762124105,49.49947923819947,1.4810878969487778e-5,0.0011954522060966105
NOD2,ENSG00000167207,-1.0090294738556735,6.523573515362254,49.483838101770374,1.4833592330576354e-5,0.0011954522060966105
MAP3K14,ENSG00000006062,-1.0849829031953566,4.251856133898401,49.44638731832137,1.4888167865341314e-5,0.0011954522060966105
KCNE3,ENSG00000175538,-1.1169529494793304,3.84391317355944,48.575482741203736,1.6225858318198215e-5,0.0012892167993167295
F3,ENSG00000117525,1.2743613105326117,2.625277699081024,48.56792445276079,1.6238366139143634e-5,0.0012892167993167295
TPM1,ENSG00000140416,1.348221051242672,2.816352515869113,48.46965058525033,1.6398087969672346e-5,0.001294624464734132
RIN3,ENSG00000100599,1.0158742124003959,6.171334244192394,48.35659456223374,1.6583839160960863e-5,0.0013020156390149938
RHOU,ENSG00000116574,0.9597664356389725,5.803589893922555,48.072609326766596,1.7062168878588756e-5,0.0013321688982995375
GJB2,ENSG00000165474,0.9589679496400112,6.505639366414657,47.93505096238149,1.729965612927419e-5,0.0013432897825214445
ZNF217,ENSG00000171940,-0.9884935266038664,6.291653945122265,47.784496891306055,1.756402589315829e-5,0.0013563651033995242
HAMP,ENSG00000105697,1.312836312207938,2.8410193724124166,46.765820757714195,1.9482691951391927e-5,0.0014839435193612078
KLF10,ENSG00000155090,-1.2014982599705353,4.2077551573277745,46.75839286957913,1.9497230483611204e-5,0.0014839435193612078
IRF2BP2,ENSG00000168264,-1.1280273000219063,4.963615920798379,46.741486141535134,1.9531099250013064e-5,0.0014839435193612078
LRRK2,ENSG00000188906,-0.9772392440536922,6.2670534299032665,46.40293457131737,2.0224206926523908e-5,0.0015283876592814753
SPRED2,ENSG00000198369,1.0034385180602166,7.1171378526318625,46.266552933230045,2.051152137155209e-5,0.001534550574450617
RAPGEF3,ENSG00000079337,1.6992541629413878,1.4967090645581151,46.261941761217635,2.0522930835774597e-5,0.001534550574450617
GMEB1,ENSG00000162419,0.9999633837739919,4.748836830421242,46.16941727948924,2.0719075747212365e-5,0.0015410630445242377
FRY,ENSG00000073910,1.2294093119246405,3.5917353647377124,45.9914996393907,2.1105665603268108e-5,0.0015615982529077746
TLR6,ENSG00000174130,-0.9728296734088608,5.738297192050678,45.76761701192377,2.1604113368577996e-5,0.0015901527610663762
ANO5,ENSG00000171714,1.247980724195332,2.6798611999651625,45.622377151020075,2.193525426519712e-5,0.0016061606905480089
GIMAP1,ENSG00000213203,-1.2796806375163703,3.274852428910702,45.57270439282803,2.204953187065308e-5,0.001606206105134378
TARP,ENSG00000289746,1.914227423112572,1.0348749451049317,45.49116653535851,2.224228226363936e-5,0.001608886405669613
STX11,ENSG00000135604,0.9843747200803573,7.614020116768365,45.426810895432105,2.238962024739568e-5,0.001608886405669613
UPB1,ENSG00000100024,1.4289701835535369,2.234135575031642,45.38017833419438,2.2500292122856342e-5,0.001608886405669613
KITLG,ENSG00000049130,1.5366324228187112,3.199779623904721,45.36253238840119,2.254171442984598e-5,0.001608886405669613
C2CD4B,ENSG00000205502,1.4966723937327004,3.423769230774129,44.99316696305719,2.3438128760756626e-5,0.0016569762710033707
SLAMF1,ENSG00000117090,0.9895813996275274,7.775832104052944,44.98830890824475,2.3449989683036666e-5,0.0016569762710033707
ADRB2,ENSG00000169252,1.0153701659024685,5.073561020873033,44.932418693016515,2.3589323576182e-5,0.0016585289590975323
UBN2,ENSG00000157741,0.9146452792873164,6.201111066170136,44.8726871889325,2.3739297904842224e-5,0.0016608106831249025
PRDM1,ENSG00000057657,0.9975581137294016,7.505563071459621,44.50989721587873,2.4674552275345113e-5,0.001717737796823533
TENT5A,ENSG00000112773,-0.945572956234481,5.819787338917864,44.447051514819584,2.484091328063582e-5,0.0017208420905977717
GAB2,ENSG00000033327,0.9659874304570115,7.785544828810087,43.936272866507394,2.6242791746828005e-5,0.0018090884534935287
BCL2L14,ENSG00000121380,1.0129471103415575,5.462220491426764,43.573180201272926,2.7295750165795956e-5,0.001872541462830235
ADCY9,ENSG00000162104,1.0622261974595555,4.674070856164822,43.374389727340095,2.7893153195319886e-5,0.0019042803910930464
PCDH9,ENSG00000184226,1.325574936409414,1.9236476175972839,42.72747983944094,2.994698376176976e-5,0.002034667185198703
TSC22D3,ENSG00000157514,-1.1540309540255635,3.1056117583056726,42.37907469903357,3.1124721490763376e-5,0.0021045672923802297
BATF3,ENSG00000123685,1.0939152598986193,3.3120478012041215,42.26469322165704,3.1523210511702006e-5,0.002109863240019676
HILPDA,ENSG00000135245,1.2807069476567745,2.906716440369112,42.201125302609384,3.1747626303151864e-5,0.002109863240019676
LRRC32,ENSG00000137507,2.009589067296354,0.331767561346055,42.19708356506266,3.177431343114198e-5,0.002109863240019676
KCNMB4,ENSG00000135643,1.890667132400798,0.5572308383521183,42.1885774500724,3.180023139854168e-5,0.002109863240019676
GPR132,ENSG00000183484,0.9552117946077197,8.720127291606424,41.9845007057543,3.2525322980559064e-5,0.002147887216641405
CCNE2,ENSG00000175305,1.818694086200368,0.556453733887114,41.80751675302184,3.31857618689967e-5,0.002181307845268192
SUFU,ENSG00000107882,-0.9843561915614292,4.183645898231008,41.64511417546,3.3789583637532635e-5,0.002210714796137089
PLEKHG2,ENSG00000090924,0.9582541258708345,7.4779015121620365,41.570413681726045,3.4075496737079416e-5,0.002219147096259937
BATF,ENSG00000156127,0.9421935515540292,5.6215295686374755,41.517107094683254,3.4281273029007076e-5,0.0022223071121372845
SLCO4A1,ENSG00000101187,1.1590577931247363,3.1940069464448753,41.466913631161674,3.447664332913959e-5,0.0022247667740977195
MARCHF3,ENSG00000173926,0.9270581996124144,6.2648423868413365,41.31027150994014,3.509358392873175e-5,0.0022542842185492595
TRGJP2,ENSG00000211688,2.430382221130861,-0.3926629878796176,41.16998164383498,3.573364628456748e-5,0.002285013073726279
KANK1,ENSG00000107104,0.9032887761376238,8.063010263878367,40.940880157290756,3.660102611622882e-5,0.0023277444829665583
CNKSR3,ENSG00000153721,1.2265039681720873,2.7531552092916303,40.90992970492902,3.673132038646635e-5,0.0023277444829665583
