Gene,ENSG,logFC,logCPM,F,PValue,FDR
DBF4B,ENSG00000161692,-0.06548246223955048,3.7252585360403017,0.16786362242257263,0.6893463762234037,0.872455936663903
RBMX2,ENSG00000134597,0.06843108018072945,3.6069400921860515,0.16761175070905587,0.689565843685907,0.8725858866714675
B3GNT5,ENSG00000176597,-0.08725188555252995,2.2263704937958857,0.16760409546979915,0.6895725433305229,0.8725858866714675
TRIM41,ENSG00000146063,-0.07303737520084021,5.323863206650732,0.16749644334586328,0.6896663798413483,0.8726264911735996
FIS1,ENSG00000214253,0.06535131359891633,4.059508913772506,0.1673925754552454,0.6897569786591629,0.8726629921585756
GRK6,ENSG00000198055,-0.06861478623576422,4.41642869017819,0.16719049449886983,0.6899333373792369,0.8727142355832946
ZHX1-C8orf76,ENSG00000259305,-0.06953573506864097,3.2655358435397392,0.16716714768410443,0.6899537223820132,0.8727142355832946
N4BP2L2,ENSG00000244754,-0.060880411130247995,8.193714564937583,0.1671339059128806,0.6899827451296455,0.8727142355832946
TP53I13,ENSG00000167543,0.07709936107659965,3.3414837468655065,0.16683159042514423,0.6902468697777102,0.8729701775280652
ZWILCH,ENSG00000174442,-0.07897270774326802,3.16893216726077,0.1665521252955284,0.6904912803213517,0.8732011430426256
ACTMAP,ENSG00000188493,0.07466402287992116,4.254559793244583,0.16644515223108486,0.6905848969815127,0.8732413890607317
MCC,ENSG00000171444,0.08283380845670646,1.575749852354305,0.16620854527403028,0.6907921498750216,0.8733649881143418
MAPK8IP3,ENSG00000138834,-0.06045855305003623,6.520081380049007,0.1661923914030015,0.6908062437830536,0.8733649881143418
TTC3,ENSG00000182670,0.055124971010077475,6.260617051758,0.16604334664136428,0.6909368579835021,0.8734519793382997
VANGL2,ENSG00000162738,0.15867090207229007,-1.2534277796483175,0.1653471940511563,0.6915495522886033,0.8741483249501378
EMILIN1,ENSG00000138080,0.11634430560576493,5.0605331770051105,0.16485548556748778,0.6919803063162488,0.874614586249998
PCGF3,ENSG00000185619,0.058941388872223124,5.772071027899469,0.16474655403820024,0.6920762156341542,0.8746575817690814
NA,ENSG00000249319,0.0799770451392918,2.7696967776979675,0.16446218555811626,0.6923267698808997,0.8748959949885429
MRPL28,ENSG00000086504,-0.059082666084091656,4.669262405317081,0.16429966367848964,0.6924700740650733,0.8749648802845011
ZNF180,ENSG00000167384,-0.07197696021409664,2.688004397272696,0.1641452160441619,0.6926063446222469,0.8749648802845011
PCLO,ENSG00000186472,0.2540644967720936,-2.6079531037996833,0.16411481727352195,0.6926559969767309,0.8749648802845011
VDR,ENSG00000111424,-0.05547618575676121,6.008180892680507,0.1640682686047668,0.6926742568880865,0.8749648802845011
MPI,ENSG00000178802,-0.06783286236333988,3.485913967974285,0.16404947524398716,0.6926908491807953,0.8749648802845011
GALNT12,ENSG00000119514,-0.10324903585260317,0.5151630298574542,0.16392650547628979,0.6927996022970001,0.8750153358473334
PLA2G4B,ENSG00000243708,0.055757804451551554,6.026734970533589,0.16382266386387956,0.692891163844716,0.8750153358473334
GBGT1,ENSG00000148288,0.059833338848918664,5.42898801291405,0.16379393810324458,0.6929165456741797,0.8750153358473334
RPL6,ENSG00000089009,0.05834214059917611,7.578598472513243,0.1635602360558556,0.693123139404981,0.8751980169827728
EVI5,ENSG00000067208,-0.057564552970409064,5.41550395219226,0.1633513770827692,0.6933079187384987,0.8753081623019131
SUV39H2,ENSG00000152455,0.11287509696307003,0.8343530010123956,0.16332177111140936,0.6933342463067942,0.8753081623019131
VPS41,ENSG00000006715,-0.05487585995790718,6.081793168401481,0.16318600698914806,0.6934543213952296,0.8753815515817225
PORCN,ENSG00000102312,0.09195984337512832,1.3910249890048019,0.1622199008499352,0.6943114363446654,0.8763616073880541
AGBL2,ENSG00000165923,-0.10975160264095331,0.2117505191814979,0.16217138526426642,0.6943547210532155,0.8763616073880541
RBL1,ENSG00000080839,-0.07095535117868446,2.9704034334294724,0.16186591896362595,0.6946261387544364,0.8765138397114579
SEC61A1,ENSG00000058262,0.05774254037033613,7.522626393395267,0.1618055522631337,0.6946798555126106,0.8765138397114579
GPR75,ENSG00000119737,-0.12908654315630405,1.5839335307966216,0.16177988086320974,0.6947027606789634,0.8765138397114579
FCGR2A,ENSG00000143226,0.07509069878897368,7.25778105015607,0.16175659569122805,0.6947234304138155,0.8765138397114579
PRSS36,ENSG00000178226,-0.08746118733791727,1.1366747486668793,0.16167105327683676,0.694799672522115,0.8765317775470925
RUVBL1,ENSG00000175792,0.07525081740737832,2.420049033566958,0.16136020075933316,0.6950765605574087,0.8768028165488976
FARSA,ENSG00000179115,-0.06110704467527424,5.457294345303096,0.1612045567554753,0.6952153214271061,0.8768937954861941
TYROBP,ENSG00000011600,0.0742314981794897,8.621142682902734,0.16113528361565202,0.6952771164347769,0.8768937954861941
MEX3A,ENSG00000254726,-0.4256206262336424,-3.573930206456742,0.16104438294807905,0.6953348338676968,0.8768937954861941
INTS3,ENSG00000143624,-0.055035646703822154,6.134281876481746,0.16099977543295543,0.6953980416049352,0.8768952551049295
STK38L,ENSG00000211455,0.06652279080008222,4.893982845616029,0.16083078108614757,0.6955489330103384,0.877007273492336
ADM5,ENSG00000224420,-0.22526948667317517,-2.3537558269268057,0.16061047016439906,0.6957597379833772,0.8771948092765712
AGAP6,ENSG00000204149,-0.0678434780184393,4.226108667399188,0.1604211473298359,0.6959150720273944,0.8772127016138311
ANKRD35,ENSG00000198483,-0.2948357647032821,-2.970664347744495,0.16045044254429608,0.695924902407599,0.8772127016138311
MAPKAPK3,ENSG00000114738,-0.06620717298552775,5.839502554453942,0.1603707584153029,0.695960147926286,0.8772127016138311
HNRNPF,ENSG00000169813,-0.05348635861078141,7.214223257646882,0.1602827034674077,0.6960389391191377,0.8772337721958133
DDX42,ENSG00000198231,0.053293327532777615,7.199309631793093,0.1601868318299749,0.6961247535463732,0.8772636897732607
LCMT1,ENSG00000205629,-0.07294709801911073,3.1978934337660214,0.15995810185237233,0.6963296130702876,0.8773071417195518
TRAPPC2,ENSG00000196459,-0.07965978224455582,2.9914186321178593,0.159853985130929,0.6964229206076658,0.8773071417195518
UROD,ENSG00000126088,-0.06096597229166241,4.708198122913502,0.15982669034606362,0.6964473844490481,0.8773071417195518
GIPC3,ENSG00000179855,0.11557202365463069,0.2177937360674713,0.1597771897875407,0.6964919974986179,0.8773071417195518
TRIM69,ENSG00000185880,0.05494157136923052,6.0732798698671715,0.15972988451206893,0.6965341797081979,0.8773071417195518
GTF3C5,ENSG00000148308,0.06233191592475109,4.953641865921779,0.15961602699921001,0.6966363032360441,0.8773071417195518
PCSK6,ENSG00000140479,0.07565114760920644,2.792372130884762,0.15949988107568672,0.6967405271583648,0.8773071417195518
SRSF2,ENSG00000161547,0.05346245065274458,7.02344807512843,0.15948047105918198,0.6967579442133728,0.8773071417195518
PPP2R3B,ENSG00000167393,-0.10225601066236215,1.0905468646460486,0.15942114130809548,0.6968112934929471,0.8773071417195518
PPP2R3B,ENSG00000292327,-0.10225601066236215,1.0905468646460486,0.15942114130809548,0.6968112934929471,0.8773071417195518
IL4R,ENSG00000077238,0.058058857456032634,8.839727855270176,0.15930046887899155,0.696919562802558,0.8773071417195518
GNLY,ENSG00000115523,0.11776847561710217,-0.32122953691747513,0.1592121762177945,0.6969993453430642,0.8773071417195518
NUP54,ENSG00000138750,0.06328637653790373,4.65444861115626,0.15916532334460234,0.6970409765315433,0.8773071417195518
CWC27,ENSG00000153015,-0.06009033253237241,5.201013825958927,0.15914841367870444,0.6970561720848989,0.8773071417195518
MATN4,ENSG00000124159,0.24797727550605833,-2.565954122006017,0.15913348142632236,0.6970904255851152,0.8773071417195518
MFSD13A,ENSG00000138111,-0.06274729194858628,4.326239327371869,0.15896759575746208,0.6972187219690342,0.8773802826442764
DSC2,ENSG00000134755,-0.05290586043640777,6.955677482582726,0.15889012780032172,0.6972883957977447,0.8773802826442764
WFDC2,ENSG00000101443,-0.20242560210104837,-2.083543342193765,0.15884716115438152,0.6973347958293598,0.8773802826442764
EPHB6,ENSG00000106123,-0.13886095605400592,-0.7339915302043518,0.15876849024620684,0.6973986505741067,0.8773825095622964
RAPSN,ENSG00000165917,-0.1304392863260587,-0.2150732901912883,0.15868207168781764,0.6974760369523338,0.8773965792176982
ZDHHC13,ENSG00000177054,-0.0686453875850036,3.752732260969323,0.15849394940737604,0.6976450289352624,0.8773965792176982
MBOAT2,ENSG00000143797,-0.07982448488513054,2.072024649722574,0.15846702719459535,0.6976693186769877,0.8773965792176982
ACY1,ENSG00000243989,-0.08392590624959534,2.0606940708791734,0.15841752071397427,0.69771392475703,0.8773965792176982
MYBPH,ENSG00000133055,-0.2438282107055168,-2.011649430525555,0.15830704071198187,0.6978206878050441,0.8773965792176982
STRADB,ENSG00000082146,0.06446972554808394,4.175084785541374,0.15824403664471037,0.6978702632508312,0.8773965792176982
MOV10,ENSG00000155363,-0.058641800846623446,7.284781545714023,0.15818271426314692,0.6979255614419726,0.8773965792176982
DOHH,ENSG00000129932,0.10218589208782411,2.9910282049454326,0.1581470747075474,0.6979577091888212,0.8773965792176982
BBIP1,ENSG00000214413,0.07033157960572942,3.817032211381689,0.1580709838273828,0.6980263500431356,0.8773965792176982
ARAP2,ENSG00000047365,0.05495283195396581,8.391771130707728,0.15806189426590755,0.6980345501966181,0.8773965792176982
PLA2G2D,ENSG00000117215,0.1789114330073757,-1.5713674368706545,0.15800045822983888,0.6980927778604443,0.8773965792176982
PCNX1,ENSG00000100731,0.05620343764142603,9.3361407230786,0.15739169322324603,0.6986400081823567,0.8780062779575869
POU2F1,ENSG00000143190,-0.05382612694776298,5.777939796397157,0.1569886526274491,0.6990048397209498,0.8783866614739874
DEK,ENSG00000124795,-0.05436705473163129,7.107193194787653,0.1568561021651328,0.6991249435795477,0.8783899563507936
SOX5,ENSG00000134532,0.06075245869813144,5.797109293196595,0.1568423825614088,0.699137378344641,0.8783899563507936
ZBTB46,ENSG00000130584,-0.07078996649877933,5.17399866501633,0.15666328249860564,0.6992997633973439,0.8783899563507936
LENG1,ENSG00000105617,0.07348344400900225,2.621592506205915,0.1565391394349833,0.699412389207529,0.8783899563507936
UCHL5,ENSG00000116750,-0.06489926369386159,4.0245082025471195,0.15645243992800284,0.6994910679608702,0.8783899563507936
MYL6B,ENSG00000196465,0.07224788680641532,2.8809843407515734,0.15644130035431392,0.6995011823800337,0.8783899563507936
FAM91A1,ENSG00000176853,-0.058305178817121384,6.335059401018565,0.15643248608007565,0.6995091797699569,0.8783899563507936
SOX15,ENSG00000129194,-0.18685984610073997,-1.9269602734848776,0.1564316105689636,0.6995156294304137,0.8783899563507936
ZBTB22,ENSG00000236104,0.06298082119636508,4.320167060176511,0.15636894525365735,0.6995668665955408,0.8783899563507936
ABCC11,ENSG00000121270,0.28554788976561146,-2.7952474205337436,0.15613630414447138,0.6998092695851109,0.8785481395781142
PPM1L,ENSG00000163590,0.07628352903050968,2.4074681328242136,0.15609342738258256,0.6998171813777831,0.8785481395781142
SMCR8,ENSG00000176994,0.057822357711649265,8.042141886058712,0.15600031068944736,0.6999018059477503,0.8785763298679701
CA2,ENSG00000104267,-0.09071770047446677,1.3849656435137558,0.15579198269604275,0.7000913665963138,0.8787362281498452
CFD,ENSG00000197766,-0.06313943533110924,6.174166555892678,0.1557135840008077,0.7001626441181981,0.8787388888685047
LUM,ENSG00000139329,-0.09395549719266943,0.9747972328581862,0.1556530551930517,0.700217847972561,0.8787388888685047
ERCC1,ENSG00000012061,0.06531955998749138,3.729752767201261,0.15557657686629564,0.7002873809078486,0.8787481146323669
PTGS1,ENSG00000095303,0.06514600183117526,3.794006202222557,0.15546489697908986,0.7003891051740971,0.878797730118116
FBXO39,ENSG00000177294,0.1849640517802178,-1.5923490916810727,0.15529117002716541,0.7005502849712419,0.8788339909710328
NASP,ENSG00000132780,-0.056294617704104065,6.420615983460013,0.15527784389931126,0.7005595782063734,0.8788339909710328
ROBO3,ENSG00000154134,-0.11421847869144261,0.011469150462604303,0.15517311957823457,0.7006553778875728,0.8788339909710328
NIPSNAP2,ENSG00000146729,0.060765395515268994,5.238655972259892,0.155034292844413,0.7007817223229984,0.8788339909710328
VAT1,ENSG00000108828,-0.05688765167548078,5.717834811814393,0.15501548519690642,0.7007988852548281,0.8788339909710328
DTX4,ENSG00000110042,0.07559241741222875,2.4039235594983657,0.1550027809825623,0.7008105035288805,0.8788339909710328
MREG,ENSG00000118242,-0.06525160803613067,6.917440661247049,0.1549140419858397,0.7008914785719205,0.8788339909710328
BTBD9,ENSG00000183826,0.05803691553481051,4.568918478538719,0.15462157740294716,0.7011586270812699,0.8788339909710328
POMGNT2,ENSG00000144647,-0.09553301390415156,1.32895919571853,0.15455316791013834,0.7012212295944449,0.8788339909710328
ZRANB1,ENSG00000019995,0.05732984825959234,4.978832839800344,0.15446998769030543,0.7012972105695932,0.8788339909710328
TARDBP,ENSG00000120948,-0.055448375664249885,6.471318210293769,0.15444118724165853,0.7013235487846856,0.8788339909710328
STPG2,ENSG00000163116,-0.15324655495976033,-1.276142179547156,0.1543558576440661,0.701403316810336,0.8788339909710328
EZH1,ENSG00000108799,-0.05336297084875089,6.130644434578716,0.15429833026173984,0.7014542357103134,0.8788339909710328
WWP1,ENSG00000123124,-0.05725237515614635,5.094675743928728,0.1541879128323739,0.7015552950510102,0.8788339909710328
ELOC,ENSG00000154582,-0.0642727578734124,5.3854508270684756,0.15412464114183708,0.7016132232157317,0.8788339909710328
TRIM3,ENSG00000110171,-0.06351687351718559,3.695330597883766,0.15411326671537826,0.7016236395839709,0.8788339909710328
ARHGEF3,ENSG00000163947,-0.07445763163455861,2.956750586986555,0.15405949305534025,0.7016728870382605,0.8788339909710328
ATP6V0D2,ENSG00000147614,0.06997427479592443,2.992914599953257,0.15403998672626945,0.7016907530372597,0.8788339909710328
ZBTB7C,ENSG00000184828,0.27831463537058976,-3.003521326553166,0.15406032479718457,0.7017083284217771,0.8788339909710328
EXO5,ENSG00000164002,-0.0783340425412949,1.7383431764778408,0.15387274088246453,0.7018440382602225,0.8788339909710328
MAPK11,ENSG00000185386,0.08227736549730383,2.4325377027231965,0.1538032274584076,0.7019077306341279,0.8788339909710328
CEP164,ENSG00000110274,-0.05910364824226378,4.678227841350015,0.15380193552983368,0.701908891335299,0.8788339909710328
KIAA1143,ENSG00000163807,0.06746037014497373,4.0615364090176,0.15374329969316716,0.7019626535902187,0.8788339909710328
SEMA4B,ENSG00000185033,-0.05823675483838204,6.72617831732458,0.15369402174361355,0.7020078439479821,0.8788339909710328
NPHP1,ENSG00000144061,-0.2620305542905023,-2.749250533908147,0.15371442702508592,0.7020178440354368,0.8788339909710328
ZNF521,ENSG00000198795,-0.25250230483506875,-2.7658385437256743,0.15369598518928995,0.7020348799937722,0.8788339909710328
SLC25A1,ENSG00000100075,0.06216714314282866,4.834148962719948,0.15342768408351373,0.7022522390845751,0.878895876158991
SF3A3,ENSG00000183431,-0.0554786234053894,5.802922022840736,0.15302157701054436,0.7026253638910631,0.878895876158991
ZNF500,ENSG00000103199,-0.06078587319319161,4.0769813968001065,0.15293809211914342,0.7027021405580558,0.878895876158991
CERS6,ENSG00000172292,-0.05302534826759832,8.060176273577916,0.15291495441353853,0.7027234225378749,0.878895876158991
WDR19,ENSG00000157796,0.06702311668286098,3.4365314559885363,0.1529057400973583,0.7027319003172481,0.878895876158991
KCTD15,ENSG00000153885,-0.1776570063244863,-1.5539185333150023,0.1528694943529214,0.7027680478734868,0.878895876158991
RUFY1,ENSG00000176783,-0.053014644945051016,6.1789177576758005,0.15283956537302953,0.7027927804040266,0.878895876158991
DYNLT2,ENSG00000184786,-0.096762194173637,0.8079158310865706,0.1528350018457548,0.7027971021948642,0.878895876158991
GASK1A,ENSG00000144649,-0.09337033645550648,0.7825760227682389,0.15274450691182762,0.7028803873036791,0.878895876158991
TBRG1,ENSG00000154144,0.05475506033686395,5.453811688766265,0.15273096653258567,0.7028927262760818,0.878895876158991
NPAS1,ENSG00000130751,0.3572710869864907,-3.2722374232966076,0.15265683782706047,0.7029904430158425,0.878895876158991
M6PR,ENSG00000003056,0.053339615663846957,8.521176537426896,0.1525663262380611,0.7030443269987209,0.878895876158991
UBD,ENSG00000213886,-0.052409859506122786,6.827972193646554,0.15254529853559015,0.7030636961783158,0.878895876158991
PGD,ENSG00000142657,0.05706024544177917,9.972638725390516,0.15253011461397467,0.7030776834356024,0.878895876158991
ZKSCAN1,ENSG00000106261,0.05259911887924057,8.077734134848031,0.15252151095476527,0.7030856093998864,0.878895876158991
BAALC,ENSG00000164929,-0.05862529565500609,4.978436014153787,0.15245449622217905,0.7031473545808646,0.878895876158991
JAGN1,ENSG00000171135,-0.06821361798528244,3.950266509016766,0.152412934185825,0.70318565692192,0.878895876158991
ANKRD42,ENSG00000137494,0.06863654958711547,2.771251382147781,0.15236976353667084,0.7032254509364805,0.878895876158991
SPATA33,ENSG00000167523,-0.07801040066148852,1.8116396312751735,0.15232586763367215,0.7032659614779133,0.878895876158991
GLUD2,ENSG00000182890,-0.11745219263048026,0.13096180836348315,0.15214994808613083,0.7034284159611689,0.8790211667135236
CNN2,ENSG00000064666,0.0565150362552303,5.209049054341417,0.1520742365433319,0.70349801149385,0.879023612139459
CHST15,ENSG00000182022,-0.05289987661514178,6.428267730173159,0.1520127330795028,0.7035547747600779,0.879023612139459
PRKCI,ENSG00000163558,-0.06369517345390704,3.746424505366363,0.15185718519222402,0.7036983952319884,0.8790785591076253
LEPR,ENSG00000116678,0.07451110133753469,2.3061796243875143,0.15183039570277534,0.7037231629765472,0.8790785591076253
CTSK,ENSG00000143387,0.054695589910905416,5.451891725902182,0.15168511017429478,0.7038573730190519,0.8791350853441335
AKR1C2,ENSG00000151632,0.2654048691464804,-2.6245687269653324,0.1516724968650765,0.7038928312106476,0.8791350853441335
HPS4,ENSG00000100099,-0.054055455297061746,5.671105186064225,0.15106815834748274,0.7044282331764086,0.8797260331609231
RARA,ENSG00000131759,-0.0849997879195689,2.224702684706636,0.1506535127569078,0.7048126884534534,0.8800610288669891
IRF2,ENSG00000168310,-0.06133959637137695,7.44596070937726,0.1506445003073287,0.7048210249587166,0.8800610288669891
TMEM141,ENSG00000244187,0.07021222402534708,2.8236390609425004,0.15056368956838642,0.7048960248850396,0.8800769170134622
ZNF215,ENSG00000149054,0.3581558062418614,-3.3789894263712688,0.15004031742618057,0.7054048754990263,0.880578856107894
ZNF664,ENSG00000179195,-0.054759201120605915,5.608185770464665,0.1499969118184023,0.7054226740728466,0.880578856107894
LILRB3,ENSG00000204577,0.06044475662642498,5.17927164046945,0.14978010389106167,0.7056244386438257,0.88075292058952
TOPORS,ENSG00000197579,0.06287318520976602,4.835038899147616,0.14965468209140578,0.7057412354020564,0.8808209077719562
ZSCAN32,ENSG00000140987,-0.0638065364834684,3.741361597360834,0.14942232768511685,0.7059577620189883,0.8810133427103799
DYRK4,ENSG00000010219,-0.0917070451141584,2.5841399800109084,0.14887218034033456,0.7064712242435174,0.8815748793632827
TRDJ1,ENSG00000211825,-0.2568292515193376,-2.789527850755492,0.1488370832990308,0.7065324853996986,0.8815748793632827
TMEM178B,ENSG00000261115,0.4384958099679428,-3.6238904920008412,0.14863014150555479,0.7066744412757748,0.8816741594516861
TIMELESS,ENSG00000111602,-0.06553815032640024,4.31408106829852,0.14852472211635853,0.7067960587679869,0.881696421210552
LRRC75A,ENSG00000181350,0.1826724862567739,-1.7334459210157753,0.14850633225599089,0.7068170645269136,0.881696421210552
TRPM6,ENSG00000119121,-0.24536993863110537,-2.7088908332240442,0.14826905733228296,0.7070617858302501,0.88188059123897
PLS3,ENSG00000102024,-0.12430265197638829,0.3782536955459293,0.1482100533917686,0.7070908263402734,0.88188059123897
ELP1,ENSG00000070061,0.06016535474296931,4.640947235542198,0.14812401835584027,0.707171234384907,0.88188059123897
ETFA,ENSG00000140374,-0.057675763993572014,5.478903800241063,0.14807804324332655,0.707214317896352,0.88188059123897
B4GALNT3,ENSG00000139044,0.22938040669137408,-2.100693529579287,0.14782810272182687,0.7074569564149145,0.8818989324492394
SMARCA2,ENSG00000080503,-0.05152640939576597,7.795695209884929,0.14776861477603523,0.7075044880123593,0.8818989324492394
ZNF337,ENSG00000130684,0.056588781696317404,4.772210917012752,0.14774999084626061,0.7075219643018532,0.8818989324492394
AHCYL2,ENSG00000158467,0.05697895243196394,4.893624593223841,0.1477025761775245,0.7075664622625527,0.8818989324492394
WASF2,ENSG00000158195,0.059290654645926345,8.49597676583107,0.14766929018272956,0.7075977054259376,0.8818989324492394
GTF2A1,ENSG00000165417,0.05481272542383918,5.312877499988794,0.1476501515823158,0.7076156715427548,0.8818989324492394
SRCIN1,ENSG00000277363,-0.24273117144121384,-2.7221142567016705,0.147614389924459,0.7076756920586891,0.8818989324492394
ITPK1,ENSG00000100605,0.07017567061732805,4.179766721692544,0.14748748269577872,0.7077684287940396,0.8818989324492394
RASSF2,ENSG00000101265,0.053016821316460204,6.624777171446916,0.14744969754570614,0.7078039249250476,0.8818989324492394
EIF4EBP3,ENSG00000243056,0.07578681504980112,2.202656299329448,0.14739742058007424,0.7078530703914325,0.8818989324492394
TMEM14A,ENSG00000096092,-0.3149418412296001,-2.665203247039501,0.14721821287214898,0.7080468759128876,0.8819750714094563
FHIP2B,ENSG00000158863,0.05750042708525693,5.182203814187358,0.14716871161066183,0.7080680584849578,0.8819750714094563
PPP1R26,ENSG00000196422,-0.06308290653098025,4.670222978934046,0.14709757906326204,0.7081349712123035,0.8819750714094563
PDCD6-AHRR,ENSG00000288622,0.07270100916112487,2.6566460568307817,0.14706691958828527,0.708163822196653,0.8819750714094563
ZDHHC24,ENSG00000174165,0.06128796305917368,4.302597217312253,0.14698593838641377,0.708240026723885,0.8819922504108162
AURKC,ENSG00000105146,0.17187645051991565,-1.5024243169083837,0.14689954017387205,0.7083236753278721,0.8820186958968622
PLA2G7,ENSG00000146070,0.06331280688979714,7.648558073804993,0.14655795838350202,0.7086431892971741,0.8822725258885485
RPL38,ENSG00000172809,0.07902304323063097,5.8349041945144196,0.1465482098757173,0.7086523805095467,0.8822725258885485
TSPAN9,ENSG00000011105,0.21705685492614388,-1.899809244316187,0.1464327191674322,0.7087665648038791,0.8823369532953154
PPIB,ENSG00000166794,-0.05177946373303564,6.741825289170962,0.14588165690958374,0.7092816654379981,0.882900422440746
RBM33,ENSG00000184863,0.052163284421662584,6.942667407861508,0.14556965213627185,0.7095767968049871,0.8831900028578543
SUPT16H,ENSG00000092201,0.05164029011212795,6.7739693031951065,0.14533260048021404,0.7098012730772136,0.8833698286684128
PTPN9,ENSG00000169410,-0.05466360353774444,5.548135079931738,0.14528508830951523,0.7098462902886,0.8833698286684128
WIPI2,ENSG00000157954,-0.051865276239978234,5.9920931362747885,0.14521824846391082,0.7099096345026423,0.8833708686089056
ZNF316,ENSG00000205903,-0.07033320966392924,5.300156220581712,0.14512537495945876,0.7099976789555718,0.8834026412220585
IPP,ENSG00000197429,0.07245651511461879,2.65825543752779,0.14480261633726388,0.7103039132911388,0.8837058634237498
GGTLC2,ENSG00000100121,-0.22451261676523224,-2.025159964320623,0.14439713881867605,0.7106958103022222,0.8840736758680932
ZBTB34,ENSG00000177125,-0.057234387334772256,4.704787029827522,0.1443218822250484,0.7107607553112874,0.8840736758680932
ADCY3,ENSG00000138031,0.06098539631912077,4.688663625899009,0.14425209348336357,0.7108271492806093,0.8840736758680932
INTS14,ENSG00000138614,0.055298683903236424,4.771020836154318,0.14422549425303505,0.7108524594765662,0.8840736758680932
RPA3,ENSG00000106399,-0.10109007250521056,1.227357490496835,0.14416264848194657,0.71091234450644,0.8840736758680932
NCAPD2,ENSG00000010292,-0.05956806510030857,5.170567172861045,0.14389600826351845,0.71116620207507375,0.884311550173774
ZNF20,ENSG00000132010,-0.08183055049189546,1.2758545713041778,0.14381247721457968,0.7112458793959282,0.884332814325467
DMAC2,ENSG00000105341,0.05714309143040133,4.1745068407069565,0.14349379969889128,0.7115497554606052,0.884632809375321
INSR,ENSG00000171105,0.06711993262464788,2.9552797689568187,0.1433587718965438,0.7116786619364964,0.8846379963322799
ARSB,ENSG00000113273,-0.050726427642381514,7.599431079588555,0.1432927108006458,0.7117417492662543,0.8846379963322799
ZCCHC10,ENSG00000155329,0.06410191549270293,3.7842047449033527,0.14325056867859753,0.7117820061481188,0.8846379963322799
TSPAN33,ENSG00000158457,0.052942582487227476,8.955670514158482,0.1432272108644344,0.7118043204284146,0.8846379963322799
MCM7,ENSG00000166508,-0.060199390593603574,4.2061392336165175,0.14307253481935342,0.7119521463653293,0.8847439089372876
SEC24D,ENSG00000150961,0.0573000960866878,6.242708320746664,0.14299951546467393,0.7120219631578252,0.8847528693701209
NA,ENSG00000290230,-0.06659499190605024,3.0699603773213062,0.1427016899351628,0.7123069442824761,0.884959561092217
HS3ST2,ENSG00000122254,0.15022963726848093,-1.3180808792189982,0.14269660997172104,0.7123135442558709,0.884959561092217
ZNF235,ENSG00000159917,0.06390598768952803,3.1052634453004746,0.14239377190365454,0.7126019404351865,0.8850960572750791
DYNC2I1,ENSG00000126870,0.06302060398785567,3.2724999402098356,0.14233757436437894,0.7126558187796344,0.8850960572750791
FGGY,ENSG00000172456,-0.06429644135176239,3.4403614640547677,0.14233182369639746,0.7126613324489373,0.8850960572750791
C11orf58,ENSG00000110696,0.0539407886142127,6.986898904221762,0.1423186802788802,0.7126739340314977,0.8850960572750791
SH3BGRL3,ENSG00000142669,0.09879597679762014,6.38642610794833,0.14213089824841652,0.7128540711141151,0.8851893035063666
P3H2,ENSG00000090530,0.10752804807673719,-0.1261699102722185,0.14206382366831122,0.7129187923451805,0.8851893035063666
CDK2AP2,ENSG00000167797,0.07497486656554911,3.5197982122521876,0.14204457541186452,0.7129369270102933,0.8851893035063666
MN1,ENSG00000169184,0.05167173294019117,7.500478547170998,0.1418698978908735,0.7131046735205244,0.8852482771109764
SENP8,ENSG00000166192,0.10067338074465008,1.142461110864663,0.14182921082311312,0.713143841029495,0.8852482771109764
EFL1,ENSG00000140598,-0.05752028508539368,5.142286429178164,0.14175806372195962,0.7132121337776135,0.8852482771109764
CAMKK1,ENSG00000004660,-0.1451347526290375,-0.8842732539382204,0.14173528085880488,0.7132349903188209,0.8852482771109764
PPP2R5E,ENSG00000154001,-0.059158350772776806,5.294727752606071,0.14164781010511812,0.7133181229349984,0.8852737080282249
GNG3,ENSG00000162188,0.17081180918380676,-1.7745390647053283,0.1415130453168991,0.713451567206224,0.8852964168286974
TRAPPC14,ENSG00000146826,-0.06008305914590669,3.8819252902816794,0.14149393336726135,0.7134661281797228,0.8852964168286974
PRPF39,ENSG00000185246,0.05417098507797843,4.747093694967568,0.14136585527847795,0.71358938863302,0.8852964168286974
NCOR1,ENSG00000141027,0.06361099398626786,8.03140553973471,0.14132395256933333,0.7136297290787316,0.8852964168286974
FBXW2,ENSG00000119402,-0.050752245739476655,6.534802108433881,0.14130326834757073,0.7136496448140759,0.8852964168286974
L3MBTL2,ENSG00000100395,0.055095264760882785,5.2399306641097025,0.14089841856399984,0.7140397912208833,0.8857026533427126
METAP2,ENSG00000111142,-0.057152308285691955,5.188163080196877,0.14069391394155778,0.7142371138703959,0.8858696588745336
PRKRA,ENSG00000180228,-0.05963017441299247,4.488200575514366,0.14052728181924418,0.7143980163394821,0.8859914670390135
GJA1,ENSG00000152661,0.1270043741691325,-0.775779389211088,0.14043726514884514,0.7144857803543502,0.8860225559817195
CPEB4,ENSG00000113742,0.05082388517408863,7.870511145839476,0.14033642175438882,0.7145824479577496,0.886064679699826
NA,ENSG00000288529,0.09243628791965,0.6547842735211222,0.14022426931388463,0.7146910215555018,0.8861215578717627
